Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Category,Type,Subtype,Subtype (Finnish),Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),Photo ID,X,Y,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Subtype 2 (Finnish),Rock type (Finnish),PhotoID,Length,Mon1,Mon2,Mon3,Mon4,Mon5,Mon6,Ajoitusperuste,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Stone art (Finnish)
SA,559010018,Vöyri,Fårmossen 1-2,KM,23233,5.0,7023600.0,3276120.0,45,False,False,False,False,False,True,True,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,hampaanjälkiä,KM 23233_5,"22,53842263","63,24480945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,559010018,Vöyri,Fårmossen 1-2,KM,23233,31.0,7023600.0,3276120.0,45,False,False,False,False,False,True,True,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,2 kpl,KM 23233_31,"22,53842263","63,24480945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,890010001,Utsjoki,Ala-Jalve,KM,23306,227.0,7777280.0,3527000.0,45,False,False,False,False,False,False,True,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,2.0,False,,,,,,,"2 kpl, yhteen liimattavissa",KM 23306_227,"27,70496792","70,07180011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,972010027,Oulu,Kierikin sorakuoppa,KM,23431,698.0,7251960.0,3451710.0,58,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,3.0,False,,,,,,,"haljennut kolmeen osaan, Kierikkikeskuksessa",KM 23431_698,"25,95868308","65,35954543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,593010001,Pieksämäki,Tahinniemi,KM,23445,136.0,6913850.0,3507670.0,120,False,False,False,False,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,2 kpl,KM 23445_136,"27,14469052","62,33000653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,973010028,Oulu,Latokangas,KM,24750,61.0,7220700.0,3461680.0,74,False,False,False,True,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"1 kpl, hampaanjälkiä",KM 24750_61,"26,18159452","65,08053135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,832010033,Taivalkoski,Aatsinki 2,KM,25271,405.0,7274490.0,3545720.0,180,False,False,False,False,False,True,True,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,2.0,False,,,,,,,,KM 25271_405,"27,98630299","65,56200006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,139010015,Ii,Hiidenkangas,KM,25602,60.0,7263540.0,3433420.0,42,False,False,False,False,False,False,True,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,,False,24.0,15.0,8.0,,,,ei nähty,KM 25602_60,"25,56012293","65,46014903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,973010028,Oulu,Latokangas,KM,25731,399.0,7220700.0,3461680.0,74,False,False,False,True,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"0,6 g",KM 25731_399,"26,18159452","65,08053135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,699010277,Rovaniemi,Piirittävaara,KM,26057,483.0,7381520.0,3444530.0,77,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,3.0,False,12.0,13.0,12.0,,,,,KM 26057_483,"25,74893874","66,52004081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,777010056,Suomussalmi,Mikonsärkkä,KM,26391,74.0,7236404.0,3614044.0,199,False,True,False,False,True,True,True,True,True,True,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 26391_74,"29,43282705","65,20393286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,768010018,Sulkava,Vilkajärvi 1,KM,26427,49.0,6856018.0,3575398.0,85,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,2.0,False,,,,,,,"2 kpl, luultavasti esineen varttamispaloja",KM 26427_49,"28,42660137","61,80375783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,768010018,Sulkava,Vilkajärvi 1,KM,26427,142.0,6856018.0,3575398.0,85,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,1 kpl,KM 26427_142,"28,42660137","61,80375783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,768010018,Sulkava,Vilkajärvi 1,KM,26427,173.0,6856018.0,3575398.0,85,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,2.0,False,,,,,,,"1 kpl, ehkä varttamispala",KM 26427_173,"28,42660137","61,80375783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,422010024,Lieksa,Pokronlampi,KM,27122,157.0,7025126.0,3653282.0,96,False,False,False,False,True,False,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,hampaanjälkiä?,KM 27122_157,"30,05333424","63,29573597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,1000002408,Savonlinna,Kylmäniemi a,KM,27178,1113.0,6867384.0,3600157.0,80,False,False,False,False,True,True,False,False,False,False,True,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,hampaanjälkiä,KM 27178_1113,"28,90216475","61,9000155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,577010024,Paimio,Toispuolojannummi,KM,27182,157.0,6716468.0,3263603.0,"40,5",False,False,False,True,False,False,False,False,True,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 27182_157,"22,69466517","60,48935369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,410010020,Laukaa,Hartikka,KM,27183,27.0,6920630.0,3451900.0,92,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,hampaanjälkiä,KM 27183_27,"26,06687111","62,38778805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,410010020,Laukaa,Hartikka,KM,27183,120.0,6920630.0,3451900.0,92,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,hampaanjälkiä,KM 27183_120,"26,06687111","62,38778805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010013,Inari,Saamen museo / Vuopaja,KM,27205,1054.0,7647620.0,3500800.0,121,False,True,True,True,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 27205_1054,"27,01561672","68,91090111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010013,Inari,Saamen museo / Vuopaja,KM,27205,1057.0,7647620.0,3500800.0,121,False,True,True,True,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 27205_1057,"27,01561672","68,91090111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010013,Inari,Saamen museo / Vuopaja,KM,27205,1110.0,7647620.0,3500800.0,121,False,True,True,True,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 27205_1110,"27,01561672","68,91090111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,309010002,Outokumpu,Sätös,KM,27704,23.0,6959520.0,3607260.0,86,False,False,False,True,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 27704_23,"29,09388764","62,72424211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,309010002,Outokumpu,Sätös,KM,27704,236.0,6959520.0,3607260.0,86,False,False,False,True,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 27704_236,"29,09388764","62,72424211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,309010002,Outokumpu,Sätös,KM,27704,351.0,6959520.0,3607260.0,86,False,False,False,True,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 27704_351,"29,09388764","62,72424211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,309010002,Outokumpu,Sätös,KM,27704,430.0,6959520.0,3607260.0,86,False,False,False,True,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 27704_430,"29,09388764","62,72424211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,422010026,Lieksa,Haasiinniemi,KM,27734,282.0,7005283.0,3651592.0,100,False,False,True,True,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,6 kpl,KM 27734_282,"30,00120105","63,11867949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,28013,13324.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,36.0,25.0,17.0,,,,hampaanjälkiä,KM 28013_13324,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,422010026,Lieksa,Haasiinniemi,KM,28066,216.0,7005283.0,3651592.0,100,False,False,True,True,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,1.0,False,35.0,20.0,10.0,,,,"kolmionmuotoinen, nauhamaisia painanteita, nyörityksen jälkiä, käytetty esineen varttamisessa",KM 28066_216,"30,00120105","63,11867949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,309010002,Outokumpu,Sätös,KM,28153,2603.0,6959520.0,3607260.0,86,False,False,False,True,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,15.0,12.0,10.0,,,,hampaanjäljet,KM 28153_2603,"29,09388764","62,72424211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,92010010,Vantaa,Sandåker,KM,28203,971.0,6688673.0,3393159.0,23,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,24.0,10.0,8.0,,,,,KM 28203_971,"25,06479551","60,29527674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010013,Inari,Saamen museo / Vuopaja,KM,28365,578.0,7647620.0,3500800.0,121,False,True,True,True,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,38.0,33.0,11.0,,,,,KM 28365_578,"27,01561672","68,91090111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010013,Inari,Saamen museo / Vuopaja,KM,28365,579.0,7647620.0,3500800.0,121,False,True,True,True,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,20.0,21.0,7.0,,,,,KM 28365_579,"27,01561672","68,91090111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010013,Inari,Saamen museo / Vuopaja,KM,28365,580.0,7647620.0,3500800.0,121,False,True,True,True,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,33.0,21.0,7.0,,,,,KM 28365_580,"27,01561672","68,91090111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,601010049,Pihtipudas,Lylysaari 1,KM,28367,40.0,7024940.0,3431980.0,115,False,False,False,False,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,31.0,13.0,9.0,,,,hampaanjäljet,KM 28367_40,"25,63928667","63,32027584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,309010002,Outokumpu,Sätös,KM,28482,2243.0,6959520.0,3607260.0,86,False,False,False,True,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,13.0,14.0,6.0,,,,Palassa on ilmeisesti hampaanjälkiä,KM 28482_2243,"29,09388764","62,72424211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,309010002,Outokumpu,Sätös,KM,28482,3036.0,6959520.0,3607260.0,86,False,False,False,True,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 28482_3036,"29,09388764","62,72424211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,832010037,Taivalkoski,"Tervaniemi, Ahola",KM,28687,580.0,7276714.0,3592546.0,"237,5",False,True,False,False,False,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,28.0,14.0,10.0,,,,"Palasta otettu ajoitusnäyte, hampaanjälkiä",KM 28687_580,"29,00124433","65,57197336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,729010055,Saarijärvi,Haikanniemi N,KM,28691,3.0,6951522.0,3415471.0,112,False,False,False,True,False,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,2.0,False,14.0,12.0,5.0,,,,,KM 28691_3,"25,34764793","62,65834904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010015,Rääkkylä,Kivilampi,KM,28771,3.0,6905987.0,3646477.0,82,False,False,False,True,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,2.0,False,,,,,,,mustaa pihkamaista ainetta,KM 28771_3,"29,81415956","62,23100112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010016,Rääkkylä,Mikinsärkkä,KM,28772,10.0,6905752.0,3646788.0,80,False,False,False,True,True,True,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,1.0,False,,,,,,,pieni pala,KM 28772_10,"29,81993625","62,22877376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,409010044,Kristiinankaupunki,Lappfjärd-Rävåsen,KM,28863,1556.0,6915549.0,3226085.0,54,False,False,False,False,True,True,True,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 28863_1556,"21,72257186","62,24498537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,832010037,Taivalkoski,"Tervaniemi, Ahola",KM,28899,535.0,7276714.0,3592546.0,"237,5",False,True,False,False,False,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,pieni kappale,KM 28899_535,"29,00124433","65,57197336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,972010043,Oulu,Kuuselankangas,KM,28943,1070.0,7252100.0,3450590.0,60,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,20.0,8.0,5.0,,,,pieni näytepala otettu ajoitusta varten,KM 28943_1070,"25,93457136","65,36063297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,972010043,Oulu,Kuuselankangas,KM,28943,1418.0,7252100.0,3450590.0,60,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"hampaanjälkiä, näytepala ajoitusta varten",KM 28943_1418,"25,93457136","65,36063297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,972010043,Oulu,Kuuselankangas,KM,28943,2027.0,7252100.0,3450590.0,60,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"hampaanjälkiä, näyte ajoitusta varten, 2 kpl",KM 28943_2027,"25,93457136","65,36063297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,601010049,Pihtipudas,Lylysaari 1,KM,28984,1.0,7024940.0,3431980.0,115,False,False,False,False,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"3 kpl, hampaanjälkiä",KM 28984_1,"25,63928667","63,32027584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,601010049,Pihtipudas,Lylysaari 1,KM,28984,4.0,7024940.0,3431980.0,115,False,False,False,False,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,22.0,10.0,7.0,,,,"2 kpl, hampaanjälkiä",KM 28984_4,"25,63928667","63,32027584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,601010049,Pihtipudas,Lylysaari 1,KM,28984,24.0,7024940.0,3431980.0,115,False,False,False,False,True,True,False,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 28984_24,"25,63928667","63,32027584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,163010005,Kouvola,Pukkisaari,KM,29098,69.0,6784680.0,3478120.0,73,False,False,False,False,True,True,True,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,hampaanjäljet näkyvissä,KM 29098_69,"26,59027985","61,17037981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,163010005,Kouvola,Pukkisaari,KM,29098,80.0,6784680.0,3478120.0,73,False,False,False,False,True,True,True,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,hampaanjäljet näkyvissä,KM 29098_80,"26,59027985","61,17037981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,163010005,Kouvola,Pukkisaari,KM,29098,169.0,6784680.0,3478120.0,73,False,False,False,False,True,True,True,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 29098_169,"26,59027985","61,17037981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,163010005,Kouvola,Pukkisaari,KM,29098,197.0,6784680.0,3478120.0,73,False,False,False,False,True,True,True,True,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,,KM 29098_197,"26,59027985","61,17037981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,290010053,Kuhmo,Vasikkaniemi SW,KM,29136,2630.0,7112834.0,3598406.0,159,False,False,True,False,False,False,False,True,True,True,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"hampaanjälkiä, deponoitu Kainuun museeon",KM 29136_2630,"29,01513604","64,10130682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,835010089,Raasepori,Timmerkärr,KM,29155,300.0,6669958.0,3297823.0,32,False,False,False,True,False,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,16.0,18.0,8.0,,,,"hampaanjälkiä, deponoitu Tammisaaren museoon",KM 29155_300,"23,36246373","60,09139072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,309010006,Outokumpu,Laavussuo,KM,29556,2243.0,6957657.0,3607870.0,85,False,False,False,False,True,True,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,ei mittoja,KM 29556_2243,"29,10461661","62,70736028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,409010044,Kristiinankaupunki,Lappfjärd-Rävåsen,KM,29610,449.0,6915549.0,3226085.0,54,False,False,False,False,True,True,True,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,hampaanjälkiä,KM 29610_449,"21,72257186","62,24498537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,5470.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"ei mittoja, hampaanjälkiä, Hela-151 4880 +/- 65 BP",KM 29713_5470,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,5471.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,2.0,False,,,,,,,,KM 29713_5471,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,5477.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"2 kpl, pyöreitä mällejä",KM 29713_5477,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,5478.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,2.0,False,,,,,,,,KM 29713_5478,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,5479.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,pyöreä mälli,KM 29713_5479,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,5484.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,pyöreähkö mälli,KM 29713_5484,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,5494.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Chewing pitch,,Purupihka,1.0,False,,,,,,,"2 kpl, heikkoja hampaanjälkiä",KM 29713_5494,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,5495.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,2.0,False,,,,,,,,KM 29713_5495,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,707010007,Rääkkylä,Pörrinmökki,KM,29713,7341.0,6901557.0,3651138.0,80,False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,1.0,False,,,,,,,,KM 29713_7341,"29,8998656","62,18945756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,91010004,Helsinki,Malminkartano Kårböle folkskola,KM,29890,2266.0,6684221.0,3382324.0,"23,5",False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,2.0,False,,,,,,,,KM 29890_2266,"24,87160055","60,25234932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,91010004,Helsinki,Malminkartano Kårböle folkskola,KM,29890,2292.0,6684221.0,3382324.0,"23,5",False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,1.0,False,,,,,,,,KM 29890_2292,"24,87160055","60,25234932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,91010004,Helsinki,Malminkartano Kårböle folkskola,KM,29890,2370.0,6684221.0,3382324.0,"23,5",False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,1.0,False,,,,,,,,KM 29890_2370,"24,87160055","60,25234932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,91010004,Helsinki,Malminkartano Kårböle folkskola,KM,29890,2411.0,6684221.0,3382324.0,"23,5",False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,1.0,False,,,,,,,,KM 29890_2411,"24,87160055","60,25234932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,91010004,Helsinki,Malminkartano Kårböle folkskola,KM,29890,2422.0,6684221.0,3382324.0,"23,5",False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,1.0,False,,,,,,,,KM 29890_2422,"24,87160055","60,25234932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,91010004,Helsinki,Malminkartano Kårböle folkskola,KM,29890,2542.0,6684221.0,3382324.0,"23,5",False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,2.0,False,,,,,,,,KM 29890_2542,"24,87160055","60,25234932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,91010004,Helsinki,Malminkartano Kårböle folkskola,KM,29890,2581.0,6684221.0,3382324.0,"23,5",False,False,False,False,True,False,False,False,False,False,False,Birch bark tar,Birch bark tar piece,,Koivutervaa,2.0,False,,,,,,,,KM 29890_2581,"24,87160055","60,25234932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
