Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Category,Type,Subtype,Subtype (Finnish),Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),Photo ID,X,Y,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Subtype 2 (Finnish),Rock type (Finnish),PhotoID,Length,Mon1,Mon2,Mon3,Mon4,Mon5,Mon6,Ajoitusperuste,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Stone art (Finnish)
SA,uusi 8153,Pori,?,SatM,183,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone adze,Stone adze,Kourutaltta,1.0,False,,,,55.0,45.0,22.0,,SatM 183,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,184,,6842519.0,3227970.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,False,85.0,44.0,18.0,,,,,SatM 184,"21,8695513","61,59373627",,,,,,,,musta liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,184,,6842519.0,3227970.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,False,85.0,44.0,18.0,,,,,SatM 184,"21,8695513","61,59373627",,,,,,,,musta liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,184,,6842519.0,3227970.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,False,85.0,44.0,18.0,,,,,SatM 184,"21,8695513","61,59373627",,,,,,,,musta liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,184,,6842519.0,3227970.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,False,85.0,44.0,18.0,,,,,SatM 184,"21,8695513","61,59373627",,,,,,,,musta liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,184,,6842519.0,3227970.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,False,85.0,44.0,18.0,,,,,SatM 184,"21,8695513","61,59373627",,,,,,,,musta liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,184,,6842519.0,3227970.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,False,85.0,44.0,18.0,,,,,SatM 184,"21,8695513","61,59373627",,,,,,,,musta liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,184,,6842519.0,3227970.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,False,85.0,44.0,18.0,,,,,SatM 184,"21,8695513","61,59373627",,,,,,,,musta liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,184,,6842519.0,3227970.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,False,85.0,44.0,18.0,,,,,SatM 184,"21,8695513","61,59373627",,,,,,,,musta liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7165,Pori,Huhtamäen torppa,SatM,649,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,True,112.0,673.0,24.0,,,,,SatM 649,"21,8695513","61,59373627",,,,,,,Reikäkivi. epäsymmetrinen,kiillegneissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7171,Pori,Antilan talo,SatM,673,,6842519.0,3227970.0,,False,False,False,False,True,False,False,False,False,False,False,Stone artefacts,Stone personal ornament,Slate ring,Liuskerengas,1.0,True,29.0,28.0,8.0,,,,,SatM 673,"21,8695513","61,59373627",,,,,,,,kiilleliuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7210,Pori,?,SatM,1270,,6842519.0,3227970.0,,False,False,False,False,True,False,False,False,False,False,False,Stone artefacts,Perforated stone tool,Rhombus perforated stone,Rombimainen reikäkivi,1.0,True,185.0,90.0,19.0,,,,,SatM 1270,"21,8695513","61,59373627",,,,,,,,harmaa liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7223,Pori,?,SatM,1658,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,True,78.0,77.0,26.0,,,,,SatM 1658,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,kiillegneissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9316,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,2.0,False,,,,118.0,58.0,31.0,,SatM 9316,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9316,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,2.0,False,,,,118.0,58.0,31.0,,SatM 9316,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9316,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,2.0,False,,,,118.0,58.0,31.0,,SatM 9316,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9316,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,2.0,False,,,,118.0,58.0,31.0,,SatM 9316,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9316,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,2.0,False,,,,118.0,58.0,31.0,,SatM 9316,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9316,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,2.0,False,,,,118.0,58.0,31.0,,SatM 9316,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9316,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,2.0,False,,,,118.0,58.0,31.0,,SatM 9316,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9316,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,2.0,False,,,,118.0,58.0,31.0,,SatM 9316,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9883,,6842519.0,3227970.0,,False,False,False,False,False,False,True,True,False,False,False,Stone artefacts,Stone knife,Flint sickle,Piisirppi,1.0,False,0.0,0.0,0.0,98.0,41.0,7.0,,SatM 9883,"21,8695513","61,59373627",,,,,,,,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9883,,6842519.0,3227970.0,,False,False,False,False,False,False,True,True,False,False,False,Stone artefacts,Stone knife,Flint sickle,Piisirppi,1.0,False,0.0,0.0,0.0,98.0,41.0,7.0,,SatM 9883,"21,8695513","61,59373627",,,,,,,,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9883,,6842519.0,3227970.0,,False,False,False,False,False,False,True,True,False,False,False,Stone artefacts,Stone knife,Flint sickle,Piisirppi,1.0,False,0.0,0.0,0.0,98.0,41.0,7.0,,SatM 9883,"21,8695513","61,59373627",,,,,,,,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9883,,6842519.0,3227970.0,,False,False,False,False,False,False,True,True,False,False,False,Stone artefacts,Stone knife,Flint sickle,Piisirppi,1.0,False,0.0,0.0,0.0,98.0,41.0,7.0,,SatM 9883,"21,8695513","61,59373627",,,,,,,,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9883,,6842519.0,3227970.0,,False,False,False,False,False,False,True,True,False,False,False,Stone artefacts,Stone knife,Flint sickle,Piisirppi,1.0,False,0.0,0.0,0.0,98.0,41.0,7.0,,SatM 9883,"21,8695513","61,59373627",,,,,,,,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9883,,6842519.0,3227970.0,,False,False,False,False,False,False,True,True,False,False,False,Stone artefacts,Stone knife,Flint sickle,Piisirppi,1.0,False,0.0,0.0,0.0,98.0,41.0,7.0,,SatM 9883,"21,8695513","61,59373627",,,,,,,,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9883,,6842519.0,3227970.0,,False,False,False,False,False,False,True,True,False,False,False,Stone artefacts,Stone knife,Flint sickle,Piisirppi,1.0,False,0.0,0.0,0.0,98.0,41.0,7.0,,SatM 9883,"21,8695513","61,59373627",,,,,,,,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,9883,,6842519.0,3227970.0,,False,False,False,False,False,False,True,True,False,False,False,Stone artefacts,Stone knife,Flint sickle,Piisirppi,1.0,False,0.0,0.0,0.0,98.0,41.0,7.0,,SatM 9883,"21,8695513","61,59373627",,,,,,,,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,15249,,6842519.0,3227970.0,,False,False,False,False,True,True,True,True,False,False,False,Stone artefacts,Stone shaft-hole axe,Shaft-hole axe,Reikäkirves,2.0,False,,,,100.0,53.0,47.0,,SatM 15249,"21,8695513","61,59373627",,,,,,,,punainen hienorakeinen kivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,15249,,6842519.0,3227970.0,,False,False,False,False,True,True,True,True,False,False,False,Stone artefacts,Stone shaft-hole axe,Shaft-hole axe,Reikäkirves,2.0,False,,,,100.0,53.0,47.0,,SatM 15249,"21,8695513","61,59373627",,,,,,,,punainen hienorakeinen kivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,15249,,6842519.0,3227970.0,,False,False,False,False,True,True,True,True,False,False,False,Stone artefacts,Stone shaft-hole axe,Shaft-hole axe,Reikäkirves,2.0,False,,,,100.0,53.0,47.0,,SatM 15249,"21,8695513","61,59373627",,,,,,,,punainen hienorakeinen kivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,15249,,6842519.0,3227970.0,,False,False,False,False,True,True,True,True,False,False,False,Stone artefacts,Stone shaft-hole axe,Shaft-hole axe,Reikäkirves,2.0,False,,,,100.0,53.0,47.0,,SatM 15249,"21,8695513","61,59373627",,,,,,,,punainen hienorakeinen kivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,15249,,6842519.0,3227970.0,,False,False,False,False,True,True,True,True,False,False,False,Stone artefacts,Stone shaft-hole axe,Shaft-hole axe,Reikäkirves,2.0,False,,,,100.0,53.0,47.0,,SatM 15249,"21,8695513","61,59373627",,,,,,,,punainen hienorakeinen kivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,15249,,6842519.0,3227970.0,,False,False,False,False,True,True,True,True,False,False,False,Stone artefacts,Stone shaft-hole axe,Shaft-hole axe,Reikäkirves,2.0,False,,,,100.0,53.0,47.0,,SatM 15249,"21,8695513","61,59373627",,,,,,,,punainen hienorakeinen kivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,15249,,6842519.0,3227970.0,,False,False,False,False,True,True,True,True,False,False,False,Stone artefacts,Stone shaft-hole axe,Shaft-hole axe,Reikäkirves,2.0,False,,,,100.0,53.0,47.0,,SatM 15249,"21,8695513","61,59373627",,,,,,,,punainen hienorakeinen kivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,15249,,6842519.0,3227970.0,,False,False,False,False,True,True,True,True,False,False,False,Stone artefacts,Stone shaft-hole axe,Shaft-hole axe,Reikäkirves,2.0,False,,,,100.0,53.0,47.0,,SatM 15249,"21,8695513","61,59373627",,,,,,,,punainen hienorakeinen kivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,16997,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,False,,,,112.0,95.0,44.0,teelmä. reikä kesken,SatM 16997,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,16997,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,False,,,,112.0,95.0,44.0,teelmä. reikä kesken,SatM 16997,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,16997,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,False,,,,112.0,95.0,44.0,teelmä. reikä kesken,SatM 16997,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,16997,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,False,,,,112.0,95.0,44.0,teelmä. reikä kesken,SatM 16997,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,16997,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,False,,,,112.0,95.0,44.0,teelmä. reikä kesken,SatM 16997,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,16997,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,False,,,,112.0,95.0,44.0,teelmä. reikä kesken,SatM 16997,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,16997,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,False,,,,112.0,95.0,44.0,teelmä. reikä kesken,SatM 16997,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,16997,,6842519.0,3227970.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,False,,,,112.0,95.0,44.0,teelmä. reikä kesken,SatM 16997,"21,8695513","61,59373627",,,,,,,Reikäkivi. symmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,17920,,6842519.0,3227970.0,,False,False,False,False,False,True,False,False,False,False,False,Stone artefacts,Stone axe,Four-sided axe,Nelisivuinen oikokirves,1.0,True,65.0,36.0,19.0,,,,,SatM 17920,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,17920,,6842519.0,3227970.0,,False,False,False,False,False,True,False,False,False,False,False,Stone artefacts,Stone axe,Four-sided axe,Nelisivuinen oikokirves,1.0,True,65.0,36.0,19.0,,,,,SatM 17920,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,17920,,6842519.0,3227970.0,,False,False,False,False,False,True,False,False,False,False,False,Stone artefacts,Stone axe,Four-sided axe,Nelisivuinen oikokirves,1.0,True,65.0,36.0,19.0,,,,,SatM 17920,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,17920,,6842519.0,3227970.0,,False,False,False,False,False,True,False,False,False,False,False,Stone artefacts,Stone axe,Four-sided axe,Nelisivuinen oikokirves,1.0,True,65.0,36.0,19.0,,,,,SatM 17920,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,17920,,6842519.0,3227970.0,,False,False,False,False,False,True,False,False,False,False,False,Stone artefacts,Stone axe,Four-sided axe,Nelisivuinen oikokirves,1.0,True,65.0,36.0,19.0,,,,,SatM 17920,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,17920,,6842519.0,3227970.0,,False,False,False,False,False,True,False,False,False,False,False,Stone artefacts,Stone axe,Four-sided axe,Nelisivuinen oikokirves,1.0,True,65.0,36.0,19.0,,,,,SatM 17920,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,17920,,6842519.0,3227970.0,,False,False,False,False,False,True,False,False,False,False,False,Stone artefacts,Stone axe,Four-sided axe,Nelisivuinen oikokirves,1.0,True,65.0,36.0,19.0,,,,,SatM 17920,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8153,Pori,?,SatM,17920,,6842519.0,3227970.0,,False,False,False,False,False,True,False,False,False,False,False,Stone artefacts,Stone axe,Four-sided axe,Nelisivuinen oikokirves,1.0,True,65.0,36.0,19.0,,,,,SatM 17920,"21,8695513","61,59373627",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,turku207,Sastamala,Lahdenperä,TMM,13096,1,6842548.0,3279755.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,True,57.0,39.0,15.0,0.0,0.0,0.0,OK 2010,TMM 13096_1,"22,84217061","61,62709849",,,,,,,,kiilleliuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7627,Pori,Haunian kylä,SatM,8088,,6842592.0,3259191.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,1.0,True,131.0,62.0,32.0,,,,,SatM 8088,"22,45558241","61,61517371",,,,,,,,porfyyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,413010027,Pori,Haapaniemi,SatM,7083,,6842623.0,3258371.0,60,False,False,False,True,True,True,True,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,1.0,False,,,,107.0,57.0,40.0,,SatM 7083,"22,44013566","61,61493719",,,,,,,,diabaasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,413010027,Pori,Haapaniemi,SatM,7084,,6842623.0,3258371.0,60,False,False,False,True,True,True,True,False,False,False,False,Stone artefacts,Stone chisel,Small chisel,Pikkutaltta,1.0,True,50.0,31.0,15.0,,,,,SatM 7084,"22,44013566","61,61493719",,,,,,,,harmaa liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,413010027,Pori,Haapaniemi,SatM,9897,,6842623.0,3258371.0,60,False,False,False,True,True,True,True,False,False,False,False,Stone artefacts,Stone chisel,Stone chisel,Tasataltta,1.0,True,66.0,31.0,10.0,,,,,SatM 9897,"22,44013566","61,61493719",,,,,,,,harmaa liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7382,Pori,Lassila,SatM,7091,,6842668.0,3249476.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone chisel,Stone chisel,Tasataltta,1.0,True,60.0,40.0,16.0,,,,,SatM 7091,"22,27299458","61,6096546",,,,,,,,vihreäliuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,537010035,Pori,Rääkkähuhta,KM,8053,16,6842710.0,3242430.0,45,False,False,True,False,False,False,False,False,False,False,False,Stone artefacts,Stone axe,Round-edged axe,Pyörökirves,2.0,True,160.0,56.0,44.0,,,,,KM 8053_16,"22,14063566","61,60538216",,,,,,,,porfyyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,537010035,Pori,Rääkkähuhta,KM,10062,1,6842710.0,3242430.0,45,False,False,False,False,True,False,False,False,False,False,False,Stone artefacts,Perforated stone tool,Rhombus perforated stone,Rombimainen reikäkivi,1.0,True,163.0,67.0,19.0,,,,esineessä on koristeviivoja,KM 10062_1,"22,14063566","61,60538216",,,,,,,,kiilleliuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,537010035,Pori,Rääkkähuhta,KM,10062,2,6842710.0,3242430.0,45,False,False,False,False,True,True,False,False,False,False,False,Stone artefacts,Stone adze,Stone adze,Kourutaltta,1.0,False,,,,73.0,44.0,15.0,,KM 10062_2,"22,14063566","61,60538216",,,,,,,,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,537010035,Pori,Rääkkähuhta,SatM,17612,,6842710.0,3242430.0,45,False,False,False,False,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,1.0,False,,,,92.0,58.0,28.0,,SatM 17612,"22,14063566","61,60538216",,,,,,,,harmaa liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,1000004235,Joutsa,Ylä-Oijala,KHMESIE,1284,,6842730.0,3454570.0,,False,False,True,True,True,False,False,False,False,False,False,Stone artefacts,Stone adze,Double adze,Kaksoiskourutaltta,1.0,True,73.0,46.0,18.0,,,,Terät samalla lappeella. Ylä-Oijalan tila kuulunut esineen löytöaikaan Hartolan kuntaan.,KHMESIE 1284,"26,13848303","61,6892147",,,,,,,Kaksoistaltta (kouru/kouru),sädekiviliuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7660,Pori,?,SatM,8133,,6842731.0,3228788.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,True,102.0,81.0,30.0,,,,,SatM 8133,"21,88458314","61,59620761",,,,,,,Reikäkivi. epäsymmetrinen,harmaa kivilaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7661,Pori,?,SatM,8134,,6842731.0,3228788.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Perforated stone tool,Perforated stone,Reikäkivi,1.0,True,67.0,58.0,18.0,,,,,SatM 8134,"21,88458314","61,59620761",,,,,,,Reikäkivi. epäsymmetrinen,hiekkakivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618040014,Savonlinna,Vapasenranta,KM,26692,,6842734.0,3628475.0,,False,False,False,False,True,False,False,False,False,False,False,Stone artefacts,Stone chisel,East Carelian chisel,Itäkarjalainen tasataltta,3.0,False,92.0,42.0,22.0,,,,,KM 26692,"29,42291652","61,67053306",,,,,,,,harmaa liuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 7219,Pori,?,SatM,1638,,6842754.0,3237022.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone chisel,Stone chisel,Tasataltta,1.0,True,109.0,47.0,25.0,,,,,SatM 1638,"22,03905868","61,60212137",,,,,,,,vihreäliuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,a296,Juva,Rajaoja,KM,27145,,6842799.0,3546179.0,80,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone chisel,Stone chisel,Tasataltta,1.0,False,66.0,39.0,25.0,,,,,KM 27145,"27,86924944","61,68978862",,,,,,,,vihreäliuske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,uusi 8349,Pori,Passilahti,Noor,537,,6842821.0,3243987.0,,False,False,True,True,True,True,False,False,False,False,False,Stone artefacts,Stone axe,Stone axe,Kivikirves,1.0,True,90.0,48.0,,,,,nähty kortti Satakunnan museossa,Noor 537,"22,16971232","61,60741279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
