Phase;Site id;Municipality;Site name;p;i;z;Collection;Main number;Subnumber;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Other notes (Finnish);Photo ID
SA;249040021;Keuruu;Suolahti Suojoki;6914582;3379634;106;KM;32692;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Wooden artefacts;Wooden artefact fragment;Wooden artefact fragment;Puuesineen katkelma;useita puuesineitä (veneen osia yms);KM 32692
SA;uusi 1141;Pöytyä;Pajusuonpelto;6760913;3241947;50;KM;32873;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;;KM 32873
SA;uusi 1167;Vesanto;Horontaipale;6965620;3467210;99;KM;33135;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;KM 33135
SA;uusi 1184;Mikkeli;Laksattalahti;6818320;3536780;100;KM;33224;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden artefact fragment;Wooden artefact fragment;Puuesineen katkelma;esineessä seitsemän reikää;KM 33224
SA;uusi 1185;Mikkeli;Kivilampi;6818240;3538480;80;KM;33225;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Bow;Bow;Jousi;;KM 33225_1
SA;uusi 1185;Mikkeli;Kivilampi;6818240;3538480;80;KM;33225;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden artefact fragment;Wooden artefact fragment;Puuesineen katkelma;;KM 33225_2
SA;suo 113;Kokkola;Pahalampi;7060990;3355086;;KM;33291;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;;KM 33291_1
SA;suo 113;Kokkola;Pahalampi;7060990;3355086;;KM;33291;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;;KM 33291_2
SA;694010007;Riihimäki;Sinivuokkoniemi A-E;6733071;3378985;88;KM;33457;90;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;koivua;KM 33457_90
SA;694010007;Riihimäki;Sinivuokkoniemi A-E;6733071;3378985;88;KM;33457;91;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;koivua;KM 33457_91
SA;694010007;Riihimäki;Sinivuokkoniemi A-E;6733071;3378985;88;KM;33457;92;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden artefact fragment;Wooden artefact fragment;Puuesineen katkelma;liisteitä?;KM 33457_92
SA;1000008944;Inari;Nanguniemi;7638585;3532315;;KM;34004;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Wooden artefacts;Birch bark sheet;Birch bark sheet;Tuohilevy;Ajoitukset Hela-746 ja Hela-747;KM 34004_5
SA;694010011;Riihimäki;Silmäkenevan saari 3 A-C;6734347;3378520;92;KM;34031;384;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Wooden artefacts;Wooden artefact fragment;Wooden artefact fragment;Puuesineen katkelma;työstettyä puuta;KM 34031_384
SA;1000012024;Haapavesi;Toivola;7122845;3420434;120,7;KM;34269;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;Wooden artefacts;Ski;Ski;Suksi;;KM 34269
SA;972010012;Oulu;Purkajasuo;7253170;3448510;50,5;KM;34860;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Fishing implements;Kalastus- ja pyyntivälineitä;;KM 34860
SA;972010012;Oulu;Purkajasuo;7253170;3448510;50,5;KM;34861;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Fishing implements;Kalastus- ja pyyntivälineitä;;KM 34861
SA;uusi 1320;Viitasaari;Pouninsalmi;6996140;3425500;;KM;34964;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;;KM 34964
SA;uusi 1321;Viitasaari;Huopanansuo;6993240;3430500;;KM;34965;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;;KM 34965
SA;535010001;Nivala;Salmensuu;7097468;3404804;82,5;KM;35461;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Lath screen fish trap;Liistekatiska;mäntypuinen liiste ja lehtipuupaalu;KM 35461
SA;1000016029;Savukoski;Kuusikko;7465650;3554870;;KM;35625;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Paddle;Paddle;Mela;mäntypuuta, c14-ajoitus, Hela-1117: 4060 +/- 40 BP;KM 35625
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6459;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Pitkä, toista päätä kohti levenevä seiväs. Leveämpi pää on teroitettu ja samassa päässä on veistetty lovi. Ei kuorta jäljellä. Pituus 64,5 cm, max halkaisija 3,7 cm. Todennäköisesti katajaa. AMS-ajoitus Hela 1399: 2180 +/- 35 BP.;KM 36423_6459
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6460;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Seiväs, jonka toinen pää on teroitettu, hieman kuorta jäljellä. Puu on koivua. Pituus 38 cm, halkaisija 3,8 cm. AMS-ajoitus Hela-1400: 2820 +/- 45 BP.;KM 36423_6460
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6461;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Pitkulainen, toisesta päästä teroitettu seiväs. Toisesta päästä katkennut pala irti. Pidemmän palan pituus 34,7 cm, lyhemmän 9 cm, paksuus 3,2 cm. Ei kuorta jäljellä;KM 36423_6461
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6462;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Paksu, toisesta päästä teroitettu seiväs, jonka toisessa päässä kuorta jäljellä. Lisäksi kaksi pienempää kappaletta ja useita pieniä fragmentteja. Isoimman palan pituus 52 cm, halkaisija 6,5 cm. Pienempi pala 21 x 6 cm ja pienin pala 9,5 x 5 cm. Koivua.;KM 36423_6462
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6463;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Kaksi toisesta päästä teroitettua seivästä ja irrallista kuorta (kuori kuuluu pidempään kappaleeseen). Pidemmän palan pituus 34 cm, halkaisija 2,5 cm. Lyhyemmän palan pituus 22,5 cm, halkaisija 2,5 cm.;KM 36423_6463
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6464;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Pitkä seiväs, ei kuorta jäljellä. Pituus 52 cm, halkaisija 2 cm.;KM 36423_6464
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6465;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Seipään kärki teroitettu viistosti parilla iskulla keskeltä sekä molemmilta sivuilta yhdellä iskulla, yhteensä neljällä iskulla. Teroitettu n. 10 cm pituudelta, sivuilta n. 6 cm. Seipään mitat n. 40,5 x 3,8 x 3,8 cm.;KM 36423_6465
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6466;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Teroitettu koivupaalu, joka on katkennut kahteen osaan. Isomman palan mitat 36,2 x 5,8 x 4,5 cm, pienemmän 32 x 6,5 x 4,5 cm.;KM 36423_6466
SA;1000003341;Kitee;Hiidenniemi;6863023;3642452;75;KM;36423;6467;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden stake;Wooden stake;Puupaalu;Teroitettu seipään kärki, mitat 18 x 2,5 x 2,5 cm.;KM 36423_6467
SA;1000008736;Hämeenlinna;Nokinmäki;6763302;3365343;;KM;36778;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Net sinker with birch bark binding;Verkonkives, tuohipunos;päällystetty tuohipunoksella;KM 36778
SA;uusi 1790;Oulu;Isosuo;7221280;3461360;70;KM;37213;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;KM 37213
SA;1000005054;Rautalampi;Oikarinsalmi;6954080;3495043;98;KM;37238;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Wooden artefacts;Ski;Ski;Suksi;kohopälkäinen suksi, c14-ajoitus, 1440 +/-30 BP (Poz-6958);KM 37238
SA;uusi 1795;Lappeenranta;Kähärilä;6771116;3583456;47;KM;37239;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Paddle;Paddle;Mela;;KM 37239
SA;uusi 1796;Raahe;Vehmassalo;7143937;3424013;85;KM;37240;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Paddle;Paddle;Mela;mela/airo;KM 37240
SA;uusi 1799;Keuruu;Ollilansalmi;6901523;3383835;104;KM;37288;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;KM 37288
SA;uusi 1880;Paimio;Sähköyhtiöntie 4;6713714;3262699;15;KM;37946;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Shaft of an axe;Shaft of an axe;Kirveen varsi;varren puulaji on saarni;KM 37946
SA;uusi 8362;tuntematon;;;;;SatM;12715;24;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 12715_24
SA;uusi 8362;tuntematon;;;;;SatM;12715;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 12715_38
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_1
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_2
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_3
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_4
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_5
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;6;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_6
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;7;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;20;SatM 15777_7
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;8;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_8
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;9;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_9
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_10
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;11;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_11
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_12
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;13;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_13
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;14;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_14
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_15
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;16;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_16
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_17
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;18;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_18
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;19;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_19
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_20
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_21
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_22
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_23
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;24;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_24
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_25
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_26
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;15777;27;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 15777_27
SA;uusi 8002;Eura;Panelia;6802246;3231064;;SatM;16444;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Punt;Punt;Ruuhi;;SatM 16444_1
SA;uusi 8002;Eura;Panelia;6802246;3231064;;SatM;16444;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden artefact fragment;Wooden artefact fragment;Puuesineen katkelma;;SatM 16444_2
SA;uusi 8002;Eura;Panelia;6802246;3231064;;SatM;16444;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Birch bark sheet;Birch bark sheet;Tuohilevy;;SatM 16444_3
SA;uusi 8002;Eura;Panelia;6802246;3231064;;SatM;16444;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden artefact fragment;Wooden artefact fragment;Puuesineen katkelma;;SatM 16444_4
SA;uusi 8095;Sastamala;Jylhänmaa;6826679;3260105;;SatM;16450;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wooden trough;Wooden trough;Puukaukalo;;SatM 16450
SA;uusi 8194;Pomarkku;Honkakoski;6859673;3243391;;SatM;16764;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;0;SatM 16764
SA;1000008988;Ulvila;Palus/Puisto;6834880;3239320;30;SatM;16765;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;SatM 16765_1
SA;1000008988;Ulvila;Palus/Puisto;6834880;3239320;30;SatM;16765;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;40;SatM 16765_2
SA;1000008988;Ulvila;Palus/Puisto;6834880;3239320;30;SatM;16765;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;SatM 16765_3
SA;1000008988;Ulvila;Palus/Puisto;6834880;3239320;30;SatM;16765;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;SatM 16765_4
SA;1000008988;Ulvila;Palus/Puisto;6834880;3239320;30;SatM;16765;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;SatM 16765_5
SA;uusi 7949;Eura;Kauttua Tirkkeli;6786618;3237757;;SatM;16962;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;8;SatM 16962_1
SA;uusi 7949;Eura;Kauttua Tirkkeli;6786618;3237757;;SatM;16962;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;9;SatM 16962_2
SA;uusi 7949;Eura;Kauttua Tirkkeli;6786618;3237757;;SatM;16962;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;;SatM 16962_3
SA;uusi 7949;Eura;Kauttua Tirkkeli;6786618;3237757;;SatM;16962;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;;SatM 16962_4
SA;uusi 7949;Eura;Kauttua Tirkkeli;6786618;3237757;;SatM;16962;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;7;SatM 16962_5
SA;uusi 7949;Eura;Kauttua Tirkkeli;6786618;3237757;;SatM;16962;6;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wood piece;Wood piece;Puuta;9;SatM 16962_6
SA;uusi 7949;Eura;Kauttua Tirkkeli;6786618;3237757;;SatM;16962;7;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Wood piece;Wood piece;Puuta;;SatM 16962_7
SA;uusi 8130;Pori;Harjakangas;6838085;3233816;;SatM;17264;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;SatM 17264
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_1
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_2
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_3
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_4
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_5
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;6;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_6
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;7;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_7
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;8;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_8
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;9;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_9
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_10
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;11;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_11
