Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID
SA;972010043;Oulu;Kuuselankangas;KM;30665;1953;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;35;28;9;;;;;KM 30665_1953
SA;972010043;Oulu;Kuuselankangas;KM;30665;1995;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;15;15;4;;;;;KM 30665_1995
SA;972010043;Oulu;Kuuselankangas;KM;30665;2007;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;;;;14;12;4;;KM 30665_2007
SA;972010043;Oulu;Kuuselankangas;KM;30665;2018;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;;;;20;14;4;trapetsinmuotoinen riipus;KM 30665_2018
SA;972010043;Oulu;Kuuselankangas;KM;30665;2019;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;;;;;;;2 kpl;KM 30665_2019
SA;972010043;Oulu;Kuuselankangas;KM;30665;2038;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;;;;4;3;1;;KM 30665_2038
SA;972010043;Oulu;Kuuselankangas;KM;30665;2063;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;51;21;4;;;;trapetsinmuotoinen riipus;KM 30665_2063
SA;972010043;Oulu;Kuuselankangas;KM;30665;2072;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;42;19;5;;;;kolmionmuotoinen riipus;KM 30665_2072
SA;972010043;Oulu;Kuuselankangas;KM;30665;2085;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;murusia 5 kpl;KM 30665_2085
SA;972010043;Oulu;Kuuselankangas;KM;30665;2131;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;;;;22;14;7;kolmiomainen riipus;KM 30665_2131
SA;972010043;Oulu;Kuuselankangas;KM;30665;2142;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;32;17;6;;;;trapetsinmuotoinen riipus;KM 30665_2142
SA;972010043;Oulu;Kuuselankangas;KM;30665;2186;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;muruja 4 kpl;KM 30665_2186
SA;972010043;Oulu;Kuuselankangas;KM;30665;2244;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;;;;9;9;3;;KM 30665_2244
SA;972010043;Oulu;Kuuselankangas;KM;30665;2286;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;;;;10;6;3;;KM 30665_2286
SA;972010043;Oulu;Kuuselankangas;KM;30665;2419;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;;;;12;12;6;;KM 30665_2419
SA;972010043;Oulu;Kuuselankangas;KM;30665;2615;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;13;13;3;;;;;KM 30665_2615
SA;972010043;Oulu;Kuuselankangas;KM;30665;2650;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;;;;14;12;4;kolmiomainen riipus;KM 30665_2650
SA;972010043;Oulu;Kuuselankangas;KM;30665;2798;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;;;;23;19;5;kielenmuotoinen riipus;KM 30665_2798
SA;972010043;Oulu;Kuuselankangas;KM;30665;2886;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;24;24;6;;;;;KM 30665_2886
SA;972010043;Oulu;Kuuselankangas;KM;30665;2909;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;15;15;4;;;;;KM 30665_2909
SA;972010043;Oulu;Kuuselankangas;KM;30665;3425;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;29;19;8;;;;kielenmuotoinen riipus;KM 30665_3425
SA;972010043;Oulu;Kuuselankangas;KM;30666;26;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;16;11;1;soikea riipus;KM 30666_26
SA;972010043;Oulu;Kuuselankangas;KM;30666;40;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;27;17;6;;;;trapetsinmuotoinen riipus;KM 30666_40
SA;972010043;Oulu;Kuuselankangas;KM;30666;189;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;12;12;4;;;;;KM 30666_189
SA;972010043;Oulu;Kuuselankangas;KM;30666;225;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;18;13;5;kielimäinen riipus;KM 30666_225
SA;972010043;Oulu;Kuuselankangas;KM;30666;486;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;14;9;5;;KM 30666_486
SA;972010043;Oulu;Kuuselankangas;KM;30666;1823;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;palanen;KM 30666_1823
SA;972010043;Oulu;Kuuselankangas;KM;30666;1894;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;17;17;4;;;;;KM 30666_1894
SA;972010043;Oulu;Kuuselankangas;KM;30666;2005;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;10;10;5;;;;;KM 30666_2005
SA;972010043;Oulu;Kuuselankangas;KM;30666;2317;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;13;13;4;trapetsinmuotoinen riipus;KM 30666_2317
SA;972010043;Oulu;Kuuselankangas;KM;30666;2416;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;;;;17;10;5;;KM 30666_2416
SA;972010043;Oulu;Kuuselankangas;KM;30666;2417;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;12;;;;KM 30666_2417
SA;972010043;Oulu;Kuuselankangas;KM;30666;2595;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;12;3;;;KM 30666_2595
SA;972010043;Oulu;Kuuselankangas;KM;30666;2640;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;19;4;;;KM 30666_2640
SA;972010043;Oulu;Kuuselankangas;KM;30667;254;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Tubular amber bead;Tubular amber bead;Meripihkaputkihelmi;1;FALSE;11;8;8;;;;;KM 30667_254
SA;972010043;Oulu;Kuuselankangas;KM;30667;364;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;14;8;4;;KM 30667_364
SA;972010043;Oulu;Kuuselankangas;KM;30667;427;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;13;9;5;;KM 30667_427
SA;972010043;Oulu;Kuuselankangas;KM;30667;678;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Tubular amber bead;Tubular amber bead;Meripihkaputkihelmi;1;FALSE;;;;11;7;3;;KM 30667_678
SA;972010043;Oulu;Kuuselankangas;KM;30667;775;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;18;15;8;;;;työstämätön pala;KM 30667_775
SA;917010016;Hamina;Klemolan seisake;KM;30669;288;6726690;3504370;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;34;20;12;;;;kielimäinen riipus;KM 30669_288
SA;972010056;Oulu;Voima-Kuusela;KM;30671;57;7252590;3449500;54;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;30;23;6;trapetsinmuotoinen riipus;KM 30671_57
SA;972010043;Oulu;Kuuselankangas;KM;30770;276;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;18;11;4;Kielimäinen riipus;KM 30770_276
SA;972010043;Oulu;Kuuselankangas;KM;30770;490;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;41;20;5;;;;Kielimäinen riipus;KM 30770_490
SA;972010043;Oulu;Kuuselankangas;KM;30770;1047;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;12;12;3;;;;;KM 30770_1047
SA;972010043;Oulu;Kuuselankangas;KM;30770;1076;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;11;11;4;;;;;KM 30770_1076
SA;972010043;Oulu;Kuuselankangas;KM;30770;1304;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;21;21;6;;;;;KM 30770_1304
SA;972010043;Oulu;Kuuselankangas;KM;30770;1391;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;18;18;5;;;;;KM 30770_1391
SA;972010043;Oulu;Kuuselankangas;KM;30770;1728;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;14;;4;;KM 30770_1728
SA;972010043;Oulu;Kuuselankangas;KM;30770;1729;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;12;9;4;;KM 30770_1729
SA;972010043;Oulu;Kuuselankangas;KM;30770;1808;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;21;12;6;kolmionmallinen riipus?;KM 30770_1808
SA;831010006;Taipalsaari;Vaateranta;KM;30887;691;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;2 katkelmaa ja muruja;KM 30887_691
SA;831010006;Taipalsaari;Vaateranta;KM;30887;847;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;35;;;;;;kappaleina;KM 30887_847
SA;831010006;Taipalsaari;Vaateranta;KM;30887;890;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;;KM 30887_890
SA;831010006;Taipalsaari;Vaateranta;KM;30887;904;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;;KM 30887_904
SA;831010006;Taipalsaari;Vaateranta;KM;30887;906;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 30887_906
SA;831010006;Taipalsaari;Vaateranta;KM;30887;930;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;kielimäinen riipus;KM 30887_930
SA;831010006;Taipalsaari;Vaateranta;KM;30887;931;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;kielimäinen riipus;KM 30887_931
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1166;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button;Meripihkanappi;2;FALSE;;;;;;;palasina;KM 30887_1166
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1191;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button;Meripihkanappi;2;FALSE;;;;;;;;KM 30887_1191
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1192;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button;Meripihkanappi;2;FALSE;21;;;;;;;KM 30887_1192
SA;972010056;Oulu;Voima-Kuusela;KM;30890;17;7252590;3449500;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;14;;5;;KM 30890_17
SA;972010056;Oulu;Voima-Kuusela;KM;30890;18;7252590;3449500;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;13;;5;;KM 30890_18
SA;972010056;Oulu;Voima-Kuusela;KM;30890;19;7252590;3449500;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;7;7;5;;KM 30890_19
SA;972010056;Oulu;Voima-Kuusela;KM;30890;20;7252590;3449500;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;15;7;5;;KM 30890_20
SA;601010012;Pihtipudas;Madeneva;KM;30978;107;7031680;3427980;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 30978_107
SA;601010012;Pihtipudas;Madeneva;KM;30978;222;7031680;3427980;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber bead;Amber bead;Meripihkahelmi;1;FALSE;;;;;;;;KM 30978_222
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;179;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;4 kpl, napista tai renkaasta;KM 31020_179
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;247;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;23;12;6;kielimäinen riipus;KM 31020_247
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;330;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;;;;17;10;4;;KM 31020_330
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;331;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 31020_331
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;553;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;7;7;3;mahd. napista;KM 31020_553
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;606;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;14;12;4;;KM 31020_606
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;607;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;27;23;5;;;;;KM 31020_607
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;608;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;9;8;3;mahd. napin osa;KM 31020_608
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;983;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;25;25;5;;;;;KM 31020_983
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;1069;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;26;25;6;;;;;KM 31020_1069
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;1624;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;30;20;8;;;;;KM 31020_1624
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31021;288;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;11;6;4;;KM 31021_288
SA;831010006;Taipalsaari;Vaateranta;KM;31494;333;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;;;;;;;6 kpl;KM 31494_333
SA;601010012;Pihtipudas;Madeneva;KM;31502;30;7031680;3427980;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;18;5;;soikea riipus;KM 31502_30
SA;91010015;Helsinki;Turkismiehentien leikkikenttä;KM;31634;49;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;mahdollisesti riipuksen katkelma;KM 31634_49
SA;91010015;Helsinki;Turkismiehentien leikkikenttä;KM;31634;62;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 31634_62
SA;91010015;Helsinki;Turkismiehentien leikkikenttä;KM;31634;69;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;Mahdollisesti riipuksen katkelma;KM 31634_69
SA;91010015;Helsinki;Turkismiehentien leikkikenttä;KM;31634;105;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 31634_105
SA;91010015;Helsinki;Turkismiehentien leikkikenttä;KM;31634;182;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 31634_182
SA;91010015;Helsinki;Turkismiehentien leikkikenttä;KM;31634;216;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;Mahdollisesti riipuksen katkelmia;KM 31634_216
SA;91010015;Helsinki;Turkismiehentien leikkikenttä;KM;31634;336;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 31634_336
