Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish)
SA;272010009;KM;37983;1-62;Kruunupyy;Bl„ckis†sen  1-3;7069164;3333842;60;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;2;orgaaninen;;TRUE;FALSE;FALSE;
SA;405010002;KM;37988;1-228;Lappeenranta;Etu- ja Taka-Muntero;6771350;3557020;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;2;kivimurska;;TRUE;FALSE;FALSE;
SA;405010002;KM;37988;1-228;Lappeenranta;Etu- ja Taka-Muntero;6771350;3557020;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;FALSE;TRUE;
SA;405010002;KM;37988;1-228;Lappeenranta;Etu- ja Taka-Muntero;6771350;3557020;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;TRUE;FALSE;FALSE;
SA;uusi 1889;KM;37991;1-3;Padasjoki;Ykskoivu;6802333;3417497;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;
SA;171010004;KM;37997;1-4;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;1000009896;KM;37999;1-3;Joroinen;Puomila;6896752;3547590;91;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;1000014571;KM;38000;1-5;Joroinen;Kanavantie;6899109;3544318;88;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen;TRUE;FALSE;FALSE;
SA;1000014571;KM;38000;1-5;Joroinen;Kanavantie;6899109;3544318;88;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;2;asbesti;;FALSE;TRUE;FALSE;
SA;1000014575;KM;38002;;Joroinen;Kolmankangas 1;6903266;3539149;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;1000014579;KM;38003;1-8;Joroinen;Ky”pelinvuori;6899849;3544163;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;3;asbesti;;TRUE;FALSE;FALSE;
SA;1000014579;KM;38003;1-8;Joroinen;Ky”pelinvuori;6899849;3544163;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;1;asbesti;;FALSE;TRUE;FALSE;suorareunainen, koristelematon
SA;1000014585;KM;38004;1-2;Joroinen;Liponniitty;6899435;3544376;89;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;Kierikki/P”lj„
SA;1000014670;KM;38015;1-9;Kemi”nsaari;R†udden;6677656;3250395;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;orgaaninen;;FALSE;TRUE;FALSE;
SA;1000000315;KM;38019;1-5;Nousiainen;Kuuvanvuori;6735010;3237490;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;hiekka;TRUE;FALSE;FALSE;
SA;1000015183;KM;38049;;Lapinlahti;Siikakoski;7035400;3545120;113;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;1;asbesti;;TRUE;FALSE;FALSE;taitettureunainen, kuoppakoristelu!
SA;405010011;KM;38390;1-234;Lappeenranta;Murheistenranta;6775400;3570760;78;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;orgaaninen;FALSE;FALSE;TRUE;
SA;1000000787;KM;38399;1-1642;Joensuu;Rahakangas 1;6958945;3666165;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;
SA;1000014781;KM        ;38071;1-9;Vierem„;Likolampi;7068320;3502719;105;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;shamotti;hiekka;TRUE;FALSE;FALSE;
SA;1000014781;KM        ;38071;1-9;Vierem„;Likolampi;7068320;3502719;105;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;FALSE;TRUE;FALSE;
SA;1000002451;KM        ;38085;1-35;Savonlinna;Kylm„niemi b;6867230;3600142;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;
SA;1000015674;KM        ;38095;;Nakkila;Pime„korpi;6820084;3229601;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;
SA;1000015677;KM        ;38097;1-2;Nakkila;Tarvala;6819389;3234504;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;
SA;601010049;KM        ;38145;1-85;Pihtipudas;Lylysaari 1;7024940;3431980;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;1;asbesti;;FALSE;TRUE;FALSE;taitettureunainen, koristelematon
SA;1000001491;KM        ;38148;1-4;Nousiainen;Haverinnummi;6734500;3236560;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;2;hiekka;orgaaninen;TRUE;FALSE;FALSE;
SA;1000001491;KM        ;38148;1-4;Nousiainen;Haverinnummi;6734500;3236560;30;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;hiekka;;TRUE;FALSE;FALSE;
SA;1000018660;KM        ;38156;1-2;Tammela;Pappila;6747660;3321215;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;shamotti;;TRUE;FALSE;FALSE;
SA;1000018659;KM        ;38162;1-3;Forssa;Linjapelto;6749405;3318020;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;
SA;853010030;KM        ;38203;1-12;Turku;J„k„rl„;6722254;3245384;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;J„k„rl„ Ware;J„k„rl„ Ware;J„k„rl„;1;orgaaninen;;FALSE;TRUE;FALSE;
SA;853010030;KM        ;38203;1-12;Turku;J„k„rl„;6722254;3245384;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;853010019;KM        ;38204;1-5;Turku;Maaria K„rs„m„ki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;karsta (1)
SA;538010015;KM        ;38205;1-15;Nousiainen;Kirjunpaju;6735824;3236235;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;J„k„rl„ Ware;J„k„rl„ Ware;J„k„rl„;1;hiekka;;TRUE;FALSE;FALSE;
SA;538010015;KM        ;38205;1-15;Nousiainen;Kirjunpaju;6735824;3236235;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;orgaaninen;;TRUE;FALSE;FALSE;
SA;538010015;KM        ;38205;1-15;Nousiainen;Kirjunpaju;6735824;3236235;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;hiekka, shamotti;FALSE;TRUE;FALSE;
SA;uusi 1918;KM        ;38206;1-3;Nousiainen;Vadanvainion pelto;6735169;3234798;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;
SA;538010014;KM        ;38207;1-30;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;J„k„rl„ Ware;J„k„rl„ Ware;J„k„rl„;1;orgaaninen;luu;FALSE;TRUE;FALSE;karsta (13,17)
SA;538010014;KM        ;38207;1-30;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;1;hiekka;;TRUE;FALSE;FALSE;
SA;538010014;KM        ;38207;1-30;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;hiekka;FALSE;TRUE;FALSE;karsta (21)
SA;538010014;KM        ;38207;1-30;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;TRUE;FALSE;FALSE;
SA;503010040;KM        ;38209;1-10;Myn„m„ki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;1;orgaaninen;;FALSE;TRUE;FALSE;
SA;50010033;KM        ;38212;1-3;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;J„k„rl„ Ware;J„k„rl„ Ware;J„k„rl„;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;577010024;KM        ;38213;1-6;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;orgaaninen;hiekka;TRUE;FALSE;FALSE;karsta (1)
SA;73010021;KM        ;38219;1-2;Salo;Rikala Linnam„ki;6704040;3282648;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;
SA;1000000141;KM        ;38221;1-3;Laitila;Lalla 1;6770310;3207015;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;
SA;409010036;KM        ;38228;1-2;Kristiinankaupunki;Lappfj„rd-Bj”rn†sen;6905340;3222090;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;kivimurska;;TRUE;FALSE;FALSE;
SA;409010030;KM        ;38229;;Kristiinankaupunki;Lappfj„rd-Berg†sen 1;6911630;3222182;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;
SA;1000014201;KM        ;38244;1-539;Virolahti;Karpankangas;6722425;3543276;16,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;orgaaninen, hiekka;FALSE;FALSE;TRUE;karsta tai maali (366)
SA;1000014201;KM        ;38244;1-539;Virolahti;Karpankangas;6722425;3543276;16,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;1000002664;KM        ;38268;1-153                                             ;Kontiolahti;Erolanniemi 1;6950684;3649151;85;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pit-Comb Ware;Pit-Comb Ware;it„inen kuoppakeramiikka;1;kivimurska;shamotti;FALSE;FALSE;FALSE;
SA;1000002664;KM        ;38268;1-153                                             ;Kontiolahti;Erolanniemi 1;6950684;3649151;85;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;FALSE;FALSE;FALSE;
SA;1000007140;KM        ;38280;1-1880;Pyht„„;L†ngk„rrsskogen 1;6709246;3480998;17,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;2;asbesti;;FALSE;FALSE;TRUE;suorareunainen, koristelematon, karsta (1288)
SA;1000007140;KM        ;38280;1-1880;Pyht„„;L†ngk„rrsskogen 1;6709246;3480998;17,5;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;2;orgaaninen;hiekka;FALSE;FALSE;TRUE;karsta (866,868,870,875,914,1191,1216,1255,1575,1720)
SA;1000007140;KM        ;38280;1-1880;Pyht„„;L†ngk„rrsskogen 1;6709246;3480998;17,5;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;2;asbesti;;FALSE;FALSE;TRUE;taitettureunainen, koristelematon
SA;1000015281;KM        ;38307;1-5;Rusko;Saaksm„ki;6722700;3236660;32,5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;3;shamotti;;TRUE;FALSE;FALSE;
SA;1000013182;KM        ;38316;1-3;Oulu;Hietaharju;7235590;3449952;62,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;
SA;1000013179;KM        ;38317;1-3;Oulu;Hetever„j„;7234896;3451747;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;
SA;683010003;KM        ;38372;1-72;Ranua;Mattila;7294941;3503241;145;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;
SA;1000017793;KM        ;38375;1-10;Merij„rvi;Nivalansuo;7140293;3375073;50;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;1;asbesti;;FALSE;TRUE;FALSE;karsta (4), taitettureunainen, koristelematon, olkakulma (3)
SA;1000008294;KM        ;38376;1-2;Oulu;R”nk”l„nkangas it„;7237040;3447050;57,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;FALSE;TRUE;FALSE;
SA;1000016967;KM        ;38493;1-7;Loviisa;Djup„ngen;6712785;3454229;22,5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;TRUE;FALSE;
SA;1000018068;KM        ;38498;1-7;Enonteki”;Juovvagielas 1;7664357;3256870;477;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;S„r„isniemi 1 Ware;S„r„isniemi 1 Ware;S„r 1;1;talkki;;TRUE;FALSE;FALSE;
SA;975010016;KM        ;38574;1-980                                             ;Sein„joki;Isosaari;6999339;3281004;52,5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;3;orgaaninen;hiekka;FALSE;FALSE;TRUE;voi yht„ hyvin olla Pyheensiltaa tai ruotsalaista kuoppakeramiikkaa!
SA;975010016;KM        ;38574;1-980                                             ;Sein„joki;Isosaari;6999339;3281004;52,5;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;2;asbesti;;FALSE;FALSE;TRUE;koristelematon
SA;1000016021;KM        ;38586;1-103                                             ;Pyht„„;Kapulasuo;6709181;3481705;13;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;
SA;1000019576;KM        ;38592;1-2;Kuopio                                                                                              ;Koivukosken mutka                                                                                   ;7218240;3568121;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;
SA;1000019636;KM        ;38602;1-3;Joroinen                                                                                            ;Korteranta                                                                                          ;6904000;3547937;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki/P”lj„ Ware;Kierikki/P”lj„;2;asbesti;;TRUE;FALSE;FALSE;
SA;1000019624;KM        ;38603;1-2;Joroinen                                                                                            ;Punkaharju 1                                                                                        ;6902316;3540485;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;1000019631;KM        ;38604;1-3;Joroinen                                                                                            ;Punkaharju 2                                                                                        ;6902192;3540506;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;
SA;1000019631;KM        ;38605;1-4;Joroinen                                                                                            ;Punkaharju 2                                                                                        ;6902192;3540506;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;TRUE;FALSE;FALSE;Kaunissaari
SA;1000001404;KM        ;38606;1-38;Lahti;Sorsapohja;6762913;3437092;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;
SA;1000001404;KM        ;38606;1-38;Lahti;Sorsapohja;6762913;3437092;95;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;shamotti;hiekka;TRUE;FALSE;FALSE;
SA;1000001406;KM        ;38607;1-12;Lahti;Sudentulli;6762650;3437420;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;
SA;1000019595;KM        ;38613;1-25;Salo                                                                                                ;Kivikkoaho                                                                                          ;6709263;3311786;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;TRUE;FALSE;
SA;831010029;KM        ;38636;1-5;Taipalsaari;Taipaleenranta 2;6784000;3559200;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;hiekka;;TRUE;FALSE;FALSE;
SA;1000016854;KM        ;38671;1-8;Pyht„„;Stockfors;6711643;3474094;14;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;2;orgaaninen;kivimurska;FALSE;TRUE;FALSE;tasapohja (2)
SA;49010002;KM        ;38786;1-4;Espoo;Finns;6677931;3365659;19;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;
SA;49010044;KM        ;38787;;Espoo;Niittyl„n kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;2;orgaaninen;;TRUE;FALSE;FALSE;
SA;49010104;KM        ;38788;;Espoo;Bosmalm;6677164;3372152;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;146010028;KM        ;38789;1-2;Ilomantsi;Suiponniemi;6956841;3708210;145;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;Luukonsaari?
SA;290010053;KM        ;38795;1-7;Kuhmo;Vasikkaniemi SW;7112834;3598406;159;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;Luukonsaari?
SA;410010020;KM        ;38798;1-5;Laukaa;Hartikka;6920630;3451900;92;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;444010047;KM        ;38799;1-3;Lohja;Kittiskoski E;6692448;3337952;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;2;hiekka;;TRUE;FALSE;FALSE;
SA;444010047;KM        ;38799;1-3;Lohja;Kittiskoski E;6692448;3337952;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;shamotti;;TRUE;FALSE;FALSE;
SA;433010020;KM        ;38800;;Loppi;Antinnokka 1;6741422;3345664;116;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;
SA;309010002;KM        ;38801;1-5;Outokumpu;S„t”s;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;309010002;KM        ;38801;1-5;Outokumpu;S„t”s;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;
SA;623010002;KM        ;38803;1-3;Puumala;H„„lampi;6821220;3548570;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
