Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish)
SA;49010062;KM;29411;364;Espoo;Oittaa Kakola;6683573;3370160;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;;;;jalkaosa
SA;49010062;KM;29411;501;Espoo;Oittaa Kakola;6683573;3370160;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;;;;painannekoristelua
SA;49010062;KM;29411;505;Espoo;Oittaa Kakola;6683573;3370160;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;viivakoristelua
SA;309010006;KM;29556;2258;Outokumpu;Laavussuo;6957657;3607870;85;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;20;21;14;sekoitteena asbestia
SA;409010044;KM;29610;1354;Kristiinankaupunki;LappfjÑrd-RÑvÜsen;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;3;FALSE;;;;22;20;12;ihmiskasvot?
SA;607010006;KM;29635;406;PolvijÑrvi;Multavieru;6982376;3619573;100;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;26;21;12;Muotoiltu poltetun saven kappale
SA;607010006;KM;29635;656;PolvijÑrvi;Multavieru;6982376;3619573;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;29;16;10;Katkelmallinen kÑyrÑ idoli
SA;607010006;KM;29635;837;PolvijÑrvi;Multavieru;6982376;3619573;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;21;13;11;Katkelmallinen kÑyrÑ idoli
SA;601010054;KM;29692;74;Pihtipudas;Tilkku;7031040;3426620;116;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;2 kpl, makkaramaisia paloja
SA;707010007;KM;29713;295;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;25;21;14;;;;ehjÑ kÑyrÑ idoli
SA;707010007;KM;29713;298;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;39;29;10;pÑÑ puuttuu, kÑyrÑ idoli, sekoitteena talkkia
SA;707010007;KM;29713;301;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;40;13;12;nuijan muotoinen, sekoitteena talkkia
SA;707010007;KM;29713;776;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;28;16;15;kÑyrÑn idolin jalka
SA;707010007;KM;29713;1483;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;22;10;9;savitangon katk.
SA;707010007;KM;29713;1555;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;1;FALSE;;;;17;10;10;"""nokkavan"" idolin pÑÑ"
SA;707010007;KM;29713;1684;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;22;11;10;tankomainen
SA;707010007;KM;29713;1685;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;1;FALSE;;;;41;13;12;"""linnun nokka"" toisessa pÑÑssÑ"
SA;707010007;KM;29713;2448;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;1;FALSE;;;;21;17;9;liimattu yhteen :2460 kanssa, kaksi litteÑÑ rÑpylÑmÑistÑ uloketta
SA;707010007;KM;29713;2456;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;1;FALSE;;;;33;21;10;liimattu yhteen :2496 kanssa, hirvenpÑÑ
SA;707010007;KM;29713;2553;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;36;29;21;;;;kÑyrÑ selkÑharjallinen idoli
SA;707010007;KM;29713;3615;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;18;14;13;"kartiomainen ""tappi"""
SA;707010007;KM;29713;3668;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;2;FALSE;;;;19;14;14;kÑyrÑn idolin katkelma
SA;707010007;KM;29713;6608;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;17;14;11;hieman spiraalimainen kappale
SA;707010007;KM;29713;6804;RÑÑkkylÑ;Pîrrinmîkki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;28;16;13;kÑyrÑn idolin jalka
SA;835010089;KM;29903;31;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;17;10;3;koristeltu Paimion tyypin idolin pala
SA;835010089;KM;29903;59;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;20;15;7;koristeltu Paimion tyypin idolin pala
SA;835010089;KM;29903;137;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;23;10;12;koristeltu Paimion tyypin idolin pala
SA;835010089;KM;29903;156;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;23;16;11;
SA;835010089;KM;29903;257;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;18;20;9;koristeltu Paimion tyypin idolin pala
SA;835010089;KM;29903;383;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;31;27;11;koristeltu Paimion tyypin idolin pala
SA;835010089;KM;29903;417;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;19;12;6;koristeltu Paimion tyypin idolin pala
SA;835010089;KM;29903;464;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;18;11;3;koristeltu Paimion tyypin idolin pala
SA;835010089;KM;29903;491;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;3;FALSE;;;;18;14;10;
SA;835010089;KM;29903;506;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;ei mittoja
SA;835010089;KM;29903;671;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;26;18;6;Paimion tyyppiÑ
SA;835010089;KM;29903;713;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;Paimion tyyppiÑ
SA;92010043;KM;29954;46;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;ei mittoja
SA;92010043;KM;29954;265;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;52;;;koottu 5 palasta + lisÑksi 7 samaan esineeseen mahd. kuuluvaa palaa
SA;92010043;KM;29954;889;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;1;FALSE;;;;26;20;16;mahd. hirveÑ esittÑvÑ
SA;92010043;KM;29954;1018;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;24;13;10;
SA;92010043;KM;29954;1128;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;;;;ei mittoja
SA;92010043;KM;29954;1967;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;16;9;9;
SA;92010043;KM;29954;2776;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;Kierretty idoli?
SA;92010043;KM;29954;3342;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;28;22;14;
SA;92010043;KM;29954;3667;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;15;7;8;tankomainen
SA;92010043;KM;29954;3764;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;30;22;15;kaksijalkaisen kÑyrÑn idolin jalka- ja keskiosa
SA;92010043;KM;29954;7064;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;2;FALSE;;;;30;20;15;kÑyrÑn idolin jalkaosa
SA;92010043;KM;29954;7684;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;25;23;15;
SA;92010043;KM;29954;7744;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;35;25;23;pÑÑ, nenÑ ja silmÑt erotettavissa
SA;92010043;KM;29954;7860;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;30;15;12;taivutettu
SA;92010043;KM;29954;8005;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;21;14;10;
SA;92010043;KM;29954;8398;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;13;12;7;
SA;92010043;KM;29954;8409;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;2;FALSE;;;;28;10;10;pitkÑnomainen, sikiîmÑinen, reiÑllinen
SA;92010043;KM;29954;8609;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;15;7;7;kartiomainen
SA;92010043;KM;29954;8707;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;13;8;7;
SA;92010043;KM;29954;8729;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;19;9;9;
SA;92010043;KM;29954;8755;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;;;;ei mittoja, kÑyrÑ, toukkamaisesta idolista
SA;92010043;KM;29954;9452;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;25;13;12;
SA;92010043;KM;29954;9691;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;24;20;10;sormenjÑlkiÑ
SA;92010043;KM;29954;9698;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;21;12;11;
SA;92010043;KM;29954;9799;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;19;10;7;
SA;92010043;KM;29954;10444;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;2;FALSE;;;;21;25;20;kÑyrÑn idolin pÑÑpuoli?
SA;92010043;KM;29954;10496;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;ei mittoja, putkimainen
SA;928010003;KM;29970;4;Akaa;Mustila 1;6792980;3327599;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Other clay artefact;Saviesine;1;FALSE;;;;;;;ei mittoja, keskellÑ reikÑ
SA;309010017;KM;30319;1282;Outokumpu;Lintutorni;6955357;3606986;87;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;1;FALSE;;;;17;17;6;lintu
SA;309010017;KM;30319;1283;Outokumpu;Lintutorni;6955357;3606986;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;11;7;6;
SA;309010017;KM;30319;1285;Outokumpu;Lintutorni;6955357;3606986;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;17;15;7;
SA;309010017;KM;30319;1306;Outokumpu;Lintutorni;6955357;3606986;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;25;18;4;idolin jalka tai hirven kuono
SA;309010017;KM;30319;1307;Outokumpu;Lintutorni;6955357;3606986;87;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;1;FALSE;18;16;9;;;;lintu
SA;309010017;KM;30319;1629;Outokumpu;Lintutorni;6955357;3606986;87;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;1;FALSE;25;20;7;;;;lintu
SA;831010006;KM;30322;962;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Other clay artefact;Saviesine;1;FALSE;60;36;36;;;;kuudesta palasta liimattu, tynnyrimÑinen esine
SA;831010006;KM;30322;1420;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;16;7;6;kaareva kappale
SA;426010002;KM;30376;90;Liperi;Juvonen;6950954;3613909;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;38;21;5;levyn katkelma, asbestisekoitteinen
SA;426010002;KM;30376;274;Liperi;Juvonen;6950954;3613909;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;35;33;8;;;;levy, jonka keskellÑ reikÑ, Luukonsaaren keramiikkaa
SA;707010045;KM;30460;228;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Other clay artefact;Saviesine;1;FALSE;;;;;;;kÑyrÑ, kampaleimoin koristeltu kappale, vrt RÑisÑlÑn idoli, tÑhÑn liimattu 383
SA;707010045;KM;30460;372;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;707010045;KM;30460;396;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;707010045;KM;30460;455;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;33;25;16;;;;kÑyrÑ, istuva idoli, selkÑharjallinen
SA;707010045;KM;30460;516;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;;;;
SA;707010045;KM;30460;739;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Other clay artefact;Saviesine;2;FALSE;;;;;;;
SA;707010045;KM;30460;811;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Other clay artefact;Saviesine;2;FALSE;;;;;;;
SA;707010045;KM;30460;1288;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;;;;idolin jalkaosa
SA;707010045;KM;30460;1298;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;;;;
SA;707010045;KM;30460;1714;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Other clay artefact;Saviesine;2;FALSE;;;;;;;
SA;707010045;KM;30460;1747;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;707010045;KM;30460;1931;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;2;FALSE;;;;;;;puolikas, talkkisekoitteinen
SA;707010045;KM;30460;2022;RÑÑkkylÑ;Vihi 1;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
