Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish)
SA;211010004;KM;17104;526;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;211010004;KM;17104;713;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;211010004;KM;17104;735;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;211010004;KM;17104;781;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;439010015;KM;17131;850;PÑlkÑne;Hietaniemi HietasenkÑrki;6807511;3380605;90;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;439010015;KM;17131;913;PÑlkÑne;Hietaniemi HietasenkÑrki;6807511;3380605;90;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;sormipainanteita
SA;439010015;KM;17131;1064;PÑlkÑne;Hietaniemi HietasenkÑrki;6807511;3380605;90;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;;;;
SA;439010015;KM;17131;1166;PÑlkÑne;Hietaniemi HietasenkÑrki;6807511;3380605;90;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay disc;Saviesine, kiekko;1;FALSE;26;;7;;;;reiÑllinen levy
SA;309010002;KM;17283;183;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;309010002;KM;17283;387;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;309010002;KM;17284;102;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;20;;;
SA;309010002;KM;17284;401;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;kuin pikarin jalka, yhdistetty numeron 400 kanssa
SA;309010002;KM;17284;450;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;15;;;
SA;309010002;KM;17284;495;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;19;;;ilmeisesti samanlaisesta kuin :400 ja 401
SA;309010002;KM;17284;531;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;45;;3;asbestisekoitteinen, puolipympyrÑn muotoinen, reiÑllinen
SA;309010002;KM;17284;542;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;8;8;;19;;;
SA;309010002;KM;17284;569;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;45;;3;asbestisekoitteinen
SA;309010002;KM;17284;575;Outokumpu;SÑtîs;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;;;4;
SA;211010004;KM;17340;206;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;31;20;;
SA;211010004;KM;17340;372;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;35;16;;;;;kÑyrÑ idoli, selkÑharjallinen
SA;211010004;KM;17340;691;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;;;;nokka
SA;211010004;KM;17340;727;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;211010004;KM;17340;1037;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;211010004;KM;17340;1053;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;211010004;KM;17340;1149;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;;;;
SA;439010015;KM;17374;243;PÑlkÑne;Hietaniemi HietasenkÑrki;6807511;3380605;90;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;
SA;439010015;KM;17374;702;PÑlkÑne;Hietaniemi HietasenkÑrki;6807511;3380605;90;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;44;15;13;
SA;613010040;KM;17387;69;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;;;;2 kpl
SA;285010022;KM;17689;136;Kotka;Porkka;6716460;3492660;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;31;27;10;
SA;285010022;KM;17689;158;Kotka;Porkka;6716460;3492660;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;27;20;14;luultavasti kÑyrÑ idoli
SA;44010009;KM;17732;5;Kouvola;HÑmeenkylÑ;6723570;3473800;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;2 kpl
SA;x289;KM;17811;5;PolvijÑrvi;Horsma-aho;6971200;3615496;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;34;17;17;
SA;424010004;KM;17887;7;Loviisa;BomÜkern;6720060;3448060;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;30;28;15;koristeena kynsipainanteita ja viiltoja
SA;301010010;KM;18134;1224;Kurikka;Puska/Rajala;6951012;3262958;65;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Other clay artefact;Saviesine;1;FALSE;37;16;10;;;;
SA;301010010;KM;18134;1564;Kurikka;Puska/Rajala;6951012;3262958;65;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;;;;ei mittoja
SA;301010010;KM;18134;1569;Kurikka;Puska/Rajala;6951012;3262958;65;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;;;;"ei mittoja; luettelossa lukee: missÑ?"
SA;83010004;KM;18171;2;HÑmeenlinna;KalomÑki 2;6792971;3359632;94;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;577010024;KM;18174;1;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;viivakoristeita ja kuoppia
SA;577010024;KM;18174;5;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;577010024;KM;18179;1;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;1000000088;KM;18261;102;Laitila;NÑstinristi;6755455;3218709;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;1;FALSE;;;;;;;ei mittoja
SA;1000000088;KM;18261;1865;Laitila;NÑstinristi;6755455;3218709;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;1;FALSE;;;;20;18;10;
SA;1000000088;KM;18261;2009;Laitila;NÑstinristi;6755455;3218709;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;1;FALSE;;;;;;;useita paloja
SA;1000000088;KM;18261;2391;Laitila;NÑstinristi;6755455;3218709;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;31;22;20;
SA;416010003;KM;18287;1;Lemi;Kotakangas;6768200;3544000;77,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;40;30;18;kÑyrÑn idolin jalkaosa
SA;398010003;KM;18501;454;Lahti;Ristola;6759636;3425225;68;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;"ei mittoja; valinmuotista?"
SA;398010003;KM;18501;796;Lahti;Ristola;6759636;3425225;68;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;ei mittoja
SA;91010009;KM;18564;18;Helsinki;KartanonkylÑ 2;6683518;3381031;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;31;15;15;
SA;52010009;KM;18710;650;EvijÑrvi;Timonen 1;7044415;3317898;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;ei mittoja
SA;52010009;KM;18710;869;EvijÑrvi;Timonen 1;7044415;3317898;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;ei mittoja, kaareva savitanko
SA;52010009;KM;18710;1042;EvijÑrvi;Timonen 1;7044415;3317898;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;ei mittoja
SA;52010009;KM;18710;1802;EvijÑrvi;Timonen 1;7044415;3317898;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;27;10;6;
SA;52010009;KM;18710;1855;EvijÑrvi;Timonen 1;7044415;3317898;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;19;17;8;
SA;52010009;KM;18710;2013;EvijÑrvi;Timonen 1;7044415;3317898;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;22;11;9;
SA;52010009;KM;18710;2096;EvijÑrvi;Timonen 1;7044415;3317898;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;37;26;8;
SA;52010009;KM;18710;2159;EvijÑrvi;Timonen 1;7044415;3317898;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;25;14;13;
SA;x106;KM;18796;16;Lapua;Ylinen;6992403;3314150;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;20;12;10;
SA;844010001;KM;18802;8;Tervo;MÑntyranta;6983480;3487520;100;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;17;19;11;
SA;844010001;KM;18802;9;Tervo;MÑntyranta;6983480;3487520;100;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;39;22;16;
SA;424010006;KM;18900;56;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;22;18;;
SA;424010006;KM;18900;96;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;424010006;KM;18900;123;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;424010006;KM;18900;176;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;;;;yhdessÑ korsipainanteita
SA;424010006;KM;18900;309;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;"""saviputki"""
SA;424010006;KM;18900;328;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;424010006;KM;18900;338;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;;;;
SA;424010006;KM;18900;349;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;yhdessÑ korsipainanteita
SA;424010006;KM;18900;391;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;koristelua
SA;424010006;KM;18900;439;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;;;;
SA;424010006;KM;18900;471;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;
SA;424010006;KM;18900;477;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;yhdessÑ korsipainanteita
SA;424010006;KM;18900;493;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;
SA;424010006;KM;18900;531;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;yhdessÑ kynsipainanteita
SA;424010006;KM;18900;579;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;korsipainanteita
SA;424010006;KM;18900;606;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;mahdollisesti pikkukuppi
SA;424010006;KM;18900;612;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;mahdollisesti pikkukuppi
SA;424010006;KM;18900;678;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;
SA;424010006;KM;18900;719;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;424010006;KM;18900;740;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;29;20;17;
SA;424010006;KM;18900;748;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;424010006;KM;18900;834;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;424010006;KM;18900;845;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;
SA;424010006;KM;18900;874;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;424010006;KM;18900;927;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;424010006;KM;19152;21;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;;;;
SA;424010006;KM;19152;31;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;;;;
SA;424010006;KM;19152;73;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;424010006;KM;19152;84;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;424010006;KM;19152;120;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;424010006;KM;19152;467;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;424010006;KM;19152;2047;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;59;34;26;
