Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID
SA;729010062;Saarijärvi;Summassaari Uimaranta;KM;33321;4263;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;Hela-643, 1695+/-50 BP;KM 33321_4263
SA;305010235;Kuusamo;Tatanginjoki W;KM;33630;10;7324965;3599690;260;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;14;10;5;;;;;KM 33630_10
SA;171010004;Joroinen;Kanava;KM;33923;601;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 33923_601
SA;171010004;Joroinen;Kanava;KM;33923;889;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;3 kpl, hampaanjälkiä;KM 33923_889
SA;171010004;Joroinen;Kanava;KM;33923;2096;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 33923_2096
SA;171010004;Joroinen;Kanava;KM;33923;2242;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;29;10;7;;;;hampaanjälkiä, C14-ajoitettavana;KM 33923_2242
SA;171010004;Joroinen;Kanava;KM;33923;3114;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;4 kpl;KM 33923_3114
SA;171010004;Joroinen;Kanava;KM;33923;3658;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 33923_3658
SA;171010004;Joroinen;Kanava;KM;33923;3866;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;2  kpl;KM 33923_3866
SA;171010004;Joroinen;Kanava;KM;33923;3913;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;3 kpl, C14-ajoitus;KM 33923_3913
SA;171010004;Joroinen;Kanava;KM;33923;3982;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 33923_3982
SA;171010004;Joroinen;Kanava;KM;33923;4456;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 33923_4456
SA;171010004;Joroinen;Kanava;KM;33923;4903;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 33923_4903
SA;171010004;Joroinen;Kanava;KM;33923;5267;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä?;KM 33923_5267
SA;171010004;Joroinen;Kanava;KM;33923;6502;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;4 kpl;KM 33923_6502
SA;171010004;Joroinen;Kanava;KM;33923;6606;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;20;16;7;;;;;KM 33923_6606
SA;171010004;Joroinen;Kanava;KM;33923;6657;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 33923_6657
SA;171010004;Joroinen;Kanava;KM;33923;6727;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 33923_6727
SA;171010004;Joroinen;Kanava;KM;33923;6775;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;12;8;5;;;;hampaanjälkiä;KM 33923_6775
SA;171010004;Joroinen;Kanava;KM;33923;6929;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 33923_6929
SA;171010004;Joroinen;Kanava;KM;33923;7011;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 33923_7011
SA;171010004;Joroinen;Kanava;KM;33923;7115;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 33923_7115
SA;171010004;Joroinen;Kanava;KM;33923;7214;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 33923_7214
SA;171010004;Joroinen;Kanava;KM;33923;7562;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 33923_7562
SA;601010003;Pihtipudas;Saparoniemi pohjoinen;KM;35090;15;7026550;3431880;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 35090_15
SA;1000002233;Luumäki;Reijonkangas;KM;35797;245;6753480;3541830;57,4;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;17;7;7;;KM 35797_245
SA;972010028;Oulu;Kierikinkangas;KM;36006;20;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;22;15;3;;;;;KM 36006_20
SA;1000006640;Mikkeli;Pyttylahti;KM;36362;2;6884990;3504160;107;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 36362_2
SA;285010017;Kotka;Niskasuo;KM;36460;9604;6719600;3489100;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 36460_9604
SA;972010028;Oulu;Kierikinkangas;KM;36666;618;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;10;6;6;;;;;KM 36666_618
SA;164010018;Kurikka;Männikkö 2;KM;36806;2;6926234;3284610;117;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;luultavasti keramiikan pinanasta irronnut pala;KM 36806_2
SA;1000007636;Raahe;Kauniinmetsänniitty 1;KM;36937;2864;7162170;3384570;62;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;16;15;13;;;;hampaanjälkiä;KM 36937_2864
SA;1000007636;Raahe;Kauniinmetsänniitty 1;KM;36937;2865;7162170;3384570;62;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 36937_2865
SA;1000007636;Raahe;Kauniinmetsänniitty 1;KM;36937;2866;7162170;3384570;62;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 36937_2866
SA;1000007636;Raahe;Kauniinmetsänniitty 1;KM;36937;2867;7162170;3384570;62;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä, C14-ajoitettu;KM 36937_2867
SA;1000007636;Raahe;Kauniinmetsänniitty 1;KM;36937;2868;7162170;3384570;62;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 36937_2868
SA;1000007636;Raahe;Kauniinmetsänniitty 1;KM;36937;2870;7162170;3384570;62;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihkaa;KM 36937_2870
SA;576010005;Padasjoki;Leirintäalue;KM;37251;212;6807471;3408806;85;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;9;15;6;;;;useita pieniä paloja, hajonnut;KM 37251_212
SA;576010005;Padasjoki;Leirintäalue;KM;37251;379;6807471;3408806;85;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;20;10;4;;;;;KM 37251_379
SA;972010028;Oulu;Kierikinkangas;KM;37797;43;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_43
SA;972010028;Oulu;Kierikinkangas;KM;37797;113;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_113
SA;972010028;Oulu;Kierikinkangas;KM;37797;202;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_202
SA;972010028;Oulu;Kierikinkangas;KM;37797;207;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_207
SA;972010028;Oulu;Kierikinkangas;KM;37797;208;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_208
SA;972010028;Oulu;Kierikinkangas;KM;37797;209;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_209
SA;972010028;Oulu;Kierikinkangas;KM;37797;210;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_210
SA;972010028;Oulu;Kierikinkangas;KM;37797;224;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_224
SA;972010028;Oulu;Kierikinkangas;KM;37797;295;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 37797_295
SA;972010028;Oulu;Kierikinkangas;KM;37797;313;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_313
SA;972010028;Oulu;Kierikinkangas;KM;37797;316;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_316
SA;972010028;Oulu;Kierikinkangas;KM;37797;332;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_332
SA;972010028;Oulu;Kierikinkangas;KM;37797;351;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_351
SA;972010028;Oulu;Kierikinkangas;KM;37797;433;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?, hunajakennomainen kuvio;KM 37797_433
SA;972010028;Oulu;Kierikinkangas;KM;37797;463;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_463
SA;972010028;Oulu;Kierikinkangas;KM;37797;557;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_557
SA;972010028;Oulu;Kierikinkangas;KM;37797;672;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;varttamispihka?;KM 37797_672
SA;972010028;Oulu;Kierikinkangas;KM;37797;718;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 37797_718
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3117;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3117
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3125;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3125
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3126;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3126
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3127;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3127
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3138;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3138
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3139;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3139
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3140;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3140
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3141;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3141
SA;831010006;Taipalsaari;Vaateranta;KM;37849;3142;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37849_3142
SA;405010002;Lappeenranta;Etu- ja Taka-Muntero;KM;37988;215;6771350;3557020;80;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37988_215
SA;405010002;Lappeenranta;Etu- ja Taka-Muntero;KM;37988;216;6771350;3557020;80;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 37988_216
SA;972010028;Oulu;Kierikinkangas;KM;38009;258;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;11;9;8;;;;;KM 38009_258
SA;972010028;Oulu;Kierikinkangas;KM;38009;402;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;18;12;9;;;;hampaanjälkiä, missä?;KM 38009_402
SA;1000015670;Nakkila;Hepokorpi;KM;38092;;6820012;3233369;27;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 38092
SA;601010049;Pihtipudas;Lylysaari 1;KM;38145;15;7024940;3431980;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 38145_15
SA;1000000787;Joensuu;Rahakangas 1;KM;38399;1611;6958945;3666165;115;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;15;10;7;;;;hampaanjälkiä;KM 38399_1611
SA;1000000782;Joensuu;Jokivarsi 1;KM;38400;8;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;varttamistervaa 7 kpl;KM 38400_8
SA;972010028;Oulu;Kierikinkangas;KM;38874;386;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;20;16;12;;KM 38874_386
SA;972010028;Oulu;Kierikinkangas;KM;38874;387;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;17;14;5;;KM 38874_387
SA;972010028;Oulu;Kierikinkangas;KM;38874;434;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;16;16;8;;KM 38874_434
SA;972010028;Oulu;Kierikinkangas;KM;38874;465;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;15;11;6;;KM 38874_465
SA;972010028;Oulu;Kierikinkangas;KM;38874;550;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;23;12;2;2 kpl;KM 38874_550
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;21;10;2;;;;;KM 38981_1
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;2;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;17;12;2;;;;;KM 38981_2
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1658;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1658
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1659;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;11;5;2;;;;;KM 38981_1659
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1660;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1660
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1661;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1661
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1662;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 38981_1662
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1663;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1663
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1664;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1664
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1665;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1665
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1666;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1666
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1667;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1667
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1668;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1668
SA;1000000782;Joensuu;Jokivarsi 1;KM;38981;1669;6958120;3667185;112;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Hafting pitch;;Varttamispihka;1;FALSE;;;;;;;;KM 38981_1669
