Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Stone art (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);PhotoID;X;Y
IA;uusi 7938;Eura;Mannilan kylä;SatM;9662;;6777124;3239112;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;79;42;30;;;;;SatM 9662;22,16962968;61,01671839
IA;uusi 8217;Kankaanpää;Kankaanpää;SatM;10067;;6865830;3254046;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;TRUE;kiilleliuske;43;43;13;;;;;SatM 10067;22,3275133;61,81975524
IA;uusi 7985;Eura;?;SatM;10214;;6799234;3236155;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;71;48;34;;;;;SatM 10214;22,08447476;61,2124455
IA;uusi 7985;Eura;?;SatM;10214;;6799234;3236155;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;71;48;34;;;;;SatM 10214;22,08447476;61,2124455
IA;uusi 7985;Eura;?;SatM;10214;;6799234;3236155;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;71;48;34;;;;;SatM 10214;22,08447476;61,2124455
IA;uusi 7985;Eura;?;SatM;10214;;6799234;3236155;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;71;48;34;;;;;SatM 10214;22,08447476;61,2124455
IA;uusi 7985;Eura;?;SatM;10214;;6799234;3236155;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;71;48;34;;;;;SatM 10214;22,08447476;61,2124455
IA;1000012592;Jämijärvi;Ala-Rotu;SatM;10255;;6863693;3273831;102,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;78;62;29;;;;;SatM 10255;22,70448892;61,81287318
IA;uusi 8209;Jämijärvi;?;SatM;10259;;6864558;3273176;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;TRUE;kiilleliuske;56;56;9;;;;;SatM 10259;22,69101306;61,82022447
IA;uusi 8209;Jämijärvi;?;SatM;10259;;6864558;3273176;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;TRUE;kiilleliuske;56;56;9;;;;;SatM 10259;22,69101306;61,82022447
IA;uusi 8213;Ikaalinen;Mietoisten kylä;SatM;10319;;6865038;3296855;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;91;50;22;;;;;SatM 10319;23,13868704;61,83786525
IA;uusi 8004;Eurajoki;Auvin kylä;SatM;10336;;6802786;3213356;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;TRUE;vuolukivi;53;53;8;;;;;SatM 10336;21,6566875;61,22815976
IA;uusi 8208;Kankaanpää;?;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;Kirkonkylä;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;?;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;?;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;Hirvikosken kylä;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;Hirvikosken kylä;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;Kirkonkylä;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;?;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;Hongiston kylä;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;?;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;Kankaanpään kylä;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;Riihimäki;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;?;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8208;Kankaanpää;Riihimäki;SatM;10348;;6863752;3257475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;;;FALSE;hiekkakivi;53;53;10;;;;;SatM 10348;22,3951495;61,80336335
IA;uusi 8291;Kurikka;Kurikka;SatM;10436;;6954463;3264125;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;101;54;38;;;;;SatM 10436;22,39876327;62,61889631
IA;uusi 8291;Kurikka;Saaren kylä;SatM;10436;;6955443;3265665;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;101;54;38;;;;;SatM 10436;22,42731655;62,62864215
IA;uusi 7928;Mynämäki;;SatM;12079;;6740280;3226401;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;89;61;44;;;;;SatM 12079;21,98746697;60,67873375
IA;uusi 7928;Mynämäki;;SatM;12079;;6740280;3226401;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;89;61;44;;;;;SatM 12079;21,98746697;60,67873375
IA;uusi 8094;Ulvila;?;SatM;16262;;6826450;3234905;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;TRUE;harmaa liuske;50;50;10;;;;;SatM 16262;22,02275341;61,45491936
IA;uusi 8082;Nakkila;Lattomeri;SatM;16409;;6821702;3221854;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;83;35;46;;;;;SatM 16409;21,7861487;61,40334472
IA;uusi 8082;Pori;Lattomeri;SatM;16409;;6821702;3221854;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;83;35;46;;;;;SatM 16409;21,7861487;61,40334472
IA;uusi 8082;Nakkila;Latomeren kylä;SatM;16409;;6821702;3221854;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;83;35;46;;;;;SatM 16409;21,7861487;61,40334472
IA;uusi 8079;Ulvila;Kaasmarkku;SatM;17004;;6821178;3237135;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;92;47;32;;;;;SatM 17004;22,07187053;61,40930399
IA;uusi 8006;Kokemäki;;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;?;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;Peruskartta 1134 12;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;?;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;Kokemäki;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;?;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;?;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;?;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;Karneojan kylä;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;Mäkikylä;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;Sonnisaari;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;Kotkasten kylä;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;?;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;Ruoholan talo;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;?;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;Leikkimäki;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8006;Kokemäki;;SatM;17502;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;67;66;62;;;;;SatM 17502;22,35043483;61,25613862
IA;uusi 8011;Eurajoki;Tarvola;SatM;17600;;6803672;3221656;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;Suorakaide tuluskivi;TRUE;kvartsiitti;93;41;30;;;;;SatM 17600;21,80924889;61,24207123
IA;271010010;Kokemäki;Linnaluoto;SatM;17825;5;6805255;3252772;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;91;41;30;;;;;SatM 17825_5;22,38473177;61,27715242
IA;uusi 8076;Nakkila;Viikkala;SatM;19695;;6818107;3234756;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;87;48;35;;;;;SatM 19695;22,03186732;61,38023154
IA;turku11;;;TMM;164;1;6712704;3263161;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;TRUE;diabaasi;90;39;24;0;0;0;OK 2010;TMM 164_1;22,69112421;60,45540794
IA;turku31;Turku;;TMM;6161;1;6713895;3239820;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;76;46;27;0;0;0;TL näyttely;TMM 6161_1;22,26684443;60,4516975
IA;turku43;Turku;Maaria;TMM;13032;48;6723070;3245046;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;2;;TRUE;hiekkakivi;60;58;57;0;0;0;puuttuu 1997. OK 2010;TMM 13032_48;22,34972019;60,53710603
IA;turku175;Salo;Kiikala;TMM;14846;3;6710464;3310553;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;2;;TRUE;kiilleliuske;53;45;7;0;0;0;OK 2010;TMM 14846_3;23,5527975;60,46037971
IA;turku251;Loimaa;Kankareen kansakoulu;TMM;15338;1;6766422;3279543;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;TRUE;kiilleliuske;46;38;4;0;0;0;OK 2010;TMM 15338_1;22,92758775;60,94559199
IA;tya 49;Laitila;Salo, Seikola;TYA;130;;6763240;3209485;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;TRUE;kvartsiitti;97;78;46;;;;;TYA 130;21,64506312;60,8719768
IA;tya 60;Paimio;Pakurla;TYA;152;5;6712131;3263005;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;TRUE;harmaa liuske;53;50;6;;;;;TYA 152_5;22,68897844;60,45018825
IA;783010007;Säkylä;Tupamäki;TYA;463;2;6776461;3251499;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;TRUE;harmaa liuske;50;50;11;;;;;TYA 463_2;22,3987965;61,01878381
IA;tya 281;Turku;Virnamäen ja Pähkinämäen väliset peltoalueet;TYA;907;1;6715268;3243154;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;kiilleliuske;49;49;9;;;;;TYA 907_1;22,32545003;60,46611368
IA;uusi 4997;Saltvik;Bertby;ÅM;310;;6705713;3118260;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;105;45;25;;;;;ÅM 310;20,08828504;60,28241118
