Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish)
IA;538010016;Nousiainen;Koivumäki;KM        ;38208;1-6;6735586;3233459;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;FALSE;TRUE;FALSE;karsta (2)
IA;uusi 1919;Mynämäki;Mynämäki;KM        ;38210;1-2;6741409;3226375;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;1000008825;Paimio;Oinila;KM        ;38214;1-4;6715340;3262928;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;481010002;Masku;Humikkala;KM        ;38216;1-5;6727181;3231624;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;481010003;Masku;Määksmäki;KM        ;38217;1-3;6726584;3230344;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;uusi 1921;Nakkila;Nakkila;KM        ;38220;1-2;6815913;3232856;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;uusi 1919;Mynämäki;Mynämäki;KM        ;38222;1-6;6741409;3226375;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;TRUE;FALSE;FALSE;
IA;1000001488;Nousiainen;Taka-Anttilan hiekkakuoppa;KM        ;38223;1-2;6736300;3236360;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;3;hiekka;;TRUE;FALSE;FALSE;
IA;680010009;Raisio;Siiri 1;KM        ;38225;;6716488;3235581;19;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;TRUE;FALSE;FALSE;
IA;837010021;Tampere;Pappulanmäki;KM        ;38576;1-80;6824011;3333102;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;TRUE;FALSE;
IA;604010015;Pirkkala;Tursiannotko;KM        ;38577;1-273;6820902;3316675;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;FALSE;TRUE;
IA;1000002394;Mikkeli;Harjula;KM        ;38849;1-24;6844287;3518034;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;uusi 7103;Askola;Jaakkola;KM        ;38905;1-192                                             ;6713875;3423050;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;1000021094;Kangasala                                                                                           ;Keinumäki                                                                                           ;KM        ;38929;1-3                                               ;6810602;3347251;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;TRUE;FALSE;FALSE;
IA;1000024662;Paimio                                                                                              ;Paltanmetsä 1                                                                                       ;KM        ;39019;1-2                                               ;6703920;3262998;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;220010043;Raasepori;Borgmästars;Nyberg;50;;6665942;3314586;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010024;Raasepori;Hemåkerskullen;Nyberg;62;;6664345;3315575;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;50010029;Eura;Pappilanmäki;SatM;2382;1;6790601;3237615;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;hiekka;;FALSE;FALSE;TRUE;
IA;50010029;Eura;Pappilanmäki;SatM;2383;1;6790601;3237615;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;hiekka;;FALSE;FALSE;TRUE;
IA;1000001335;Nakkila;Uotinmäki ja Uotinmäki W;SatM;8153;1;6809524;3230653;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;0;kivimurska;;TRUE;FALSE;TRUE;
IA;1000001335;Nakkila;Uotinmäki ja Uotinmäki W;SatM;8158;1;6809524;3230653;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;-1;kivimurska;;FALSE;FALSE;TRUE;
IA;1000001335;Nakkila;Uotinmäki ja Uotinmäki W;SatM;8180;1;6809524;3230653;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;0;kivimurska;;TRUE;FALSE;TRUE;
IA;319010016;Säkylä;Tuhkanummi;SatM;12752;1;6793294;3247550;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;hiekka;;FALSE;FALSE;TRUE;
IA;319010016;Säkylä;Tuhkanummi;SatM;12753;1;6793294;3247550;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;hiekka;;FALSE;FALSE;TRUE;
IA;319010016;Säkylä;Tuhkanummi;SatM;12754;1;6793294;3247550;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;hiekka;;FALSE;FALSE;TRUE;
IA;uusi 7954;Eura;Kauttuan tehdas;SatM;16996;1;6788150;3239510;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;TRUE;FALSE;TRUE;
IA;uusi 7954;Eura;Kauttua;SatM;16996;1;6788150;3239510;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;TRUE;FALSE;TRUE;
IA;uusi 7954;Eura;Kauttua Riihimäki (Kirkkomäki);SatM;16996;1;6788150;3239510;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;TRUE;FALSE;TRUE;
IA;102010009;Huittinen;Käräjämäki;SatM;17622;1-12;6795093;3268946;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;TRUE;FALSE;TRUE;
IA;102010009;Huittinen;Käräjämäki;SatM;17623;1-103;6795093;3268946;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;FALSE;TRUE;TRUE;
IA;uusi 8380;tuntematon;;SatM;17744;1-3;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;sekoitteeton;;FALSE;FALSE;TRUE;
IA;271010015;Kokemäki;Perävainionmäki;SatM;17824;1-820;6804468;3251730;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;FALSE;TRUE;TRUE;
IA;271010010;Kokemäki;Linnaluoto;SatM;17825;1-10;6805255;3252772;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;hiekka;;FALSE;FALSE;TRUE;
IA;1000007534;Sastamala;Hiidenmäki;SatM;17827;1-89;6808910;3277890;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;FALSE;TRUE;TRUE;
IA;102010014;Huittinen;Kansanopisto;SatM;17829;1-55;6790452;3267711;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;FALSE;TRUE;TRUE;
IA;102010014;Huittinen;Kansanopisto;SatM;17953;137;6790452;3267711;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;0;kivimurska;;FALSE;TRUE;TRUE;
IA;uusi 7944;Säkylä;Röpin koetila;SatM;18580;1-4;6785612;3248771;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;kivimurska;;FALSE;FALSE;TRUE;
IA;uusi 7944;Säkylä;Kepola Räpi;SatM;18580;1-4;6785612;3248771;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;kivimurska;;FALSE;FALSE;TRUE;
IA;uusi 7944;Säkylä;Kepolan kylä;SatM;18580;1-4;6785612;3248771;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;-1;kivimurska;;FALSE;FALSE;TRUE;
IA;turku277;Turku;Kastu;TMM;13394;2-5;6716044;3240331;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;0;FALSE;TRUE;FALSE;OK 2010
IA;680010009;Raisio;Siiri 1;TMM;18310;1-6;6716488;3235581;19;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;0;TRUE;FALSE;FALSE;Polttokenttäkalmistolöytö
IA;853010038;Turku;Hillamäki;TMM;18381;1-4;6720678;3244707;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kvartsi- ja maasälpärouhe;0;FALSE;TRUE;FALSE;
IA;turku278;Turku;Kohmo;TMM;20483;1;6714492;3244295;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;0;TRUE;FALSE;FALSE;
IA;tya 3;Nousiainen;Korsuvuori;TYA;9;;6735444;3232999;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;tya 6;Mynämäki;Vänninnummi;TYA;14;1-6;6741430;3227115;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;tya 99;Mynämäki;Raimela, Kalluinen I;TYA;18;1-5;6741061;3226863;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;TRUE;FALSE;FALSE;
IA;tya 7;Mynämäki;Raimela, Kallunen Ii;TYA;19;1-8;6741061;3226863;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;tya 8;Mynämäki;Raimela, Harska;TYA;20;1-5;6741313;3227498;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;538010001;Nousiainen;Isotalo;TYA;21;1-3;6733920;3234633;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;1000001490;Nousiainen;Alho;TYA;28;1-7;6735350;3235810;27,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;hiekka;;TRUE;FALSE;FALSE;
IA;tya 13;Rauma;Vermuntila;TYA;34;1-2;6781479;3206841;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;TRUE;FALSE;FALSE;
IA;tya 17;Mynämäki;Valaskallio, Kallivuori;TYA;52;1-13;6737735;3219832;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;TRUE;FALSE;FALSE;
IA;538010016;Nousiainen;Koivumäki;TYA;53;;6735586;3233459;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;hiekka;;TRUE;FALSE;FALSE;
IA;tya 21;Nousiainen;Mäeksmäki;TYA;65;1-2;6732957;3233706;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;tya 25;Mynämäki;Papinniitty;TYA;69;1-2;6730749;3220167;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;TRUE;FALSE;FALSE;
IA;912010010;Sastamala;Kalliala;TYA;82;1-302;6811841;3282657;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;602010037;Kaarina;Kalmukankare;TYA;85;1-30;6708925;3254374;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;tya 106;Lieto;Pahka, Pahamäki;TYA;87;1-3;6717775;3245769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;tya 110;Turku;Halinen;TYA;91;1-35;6716297;3242463;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;TRUE;FALSE;
IA;853010011;Turku;Virnamäki 1;TYA;96;1-36;6715234;3242702;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;FALSE;TRUE;karsta (36)
IA;73010022;Salo;Rikalanmäki (Kylämäki);TYA;97;1-83;6704514;3283251;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;FALSE;TRUE;
IA;1000021074;Turku                                                                                               ;Isopelto                                                                                            ;TYA;99;1-32;6714859;3241735;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;FALSE;TRUE;
IA;853010012;Turku;Hallinkorvan puistikko;TYA;100;1-70;6714984;3241915;16;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;73010022;Salo;Rikalanmäki (Kylämäki);TYA;105;1-378;6704514;3283251;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;hiekka;FALSE;FALSE;TRUE;
IA;tya 36;Salo;Kirkonkylä, Kirkonmäki;TYA;107;;6705100;3283730;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;886010010;Ulvila;Suolisto;TYA;112;1-13;6824765;3232820;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;FALSE;FALSE;TRUE;
IA;738010042;Sauvo;Kalmasmäki;TYA;114;1-8;6699891;3262256;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;tya 42;Rauma;Kaukola;TYA;119;1-5;6784551;3225666;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;;TRUE;FALSE;FALSE;
IA;tya 48;Lieto;Nautela;TYA;129;;6724524;3251059;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;1000009772;Rauma;Kaukola;TYA;138;1-4;6784053;3225895;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;TRUE;FALSE;FALSE;
IA;738010001;Sauvo;Lautkankare;TYA;139;1-158;6701236;3260665;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;tya 58;Eurajoki;Etukämppä;TYA;149;1-4;6806782;3215872;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;orgaaninen;;TRUE;FALSE;FALSE;kissantassupainanne (1)
IA;tya 61;Paimio;Vanha Pappilanmäki;TYA;154;1-3;6713208;3262852;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;684010139;Rauma;Kallio II;TYA;156;1-95;6782473;3207085;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;FALSE;FALSE;TRUE;
IA;586010055;Salo;Lehmihaka;TYA;158;1-70;6683813;3290691;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;912010017;Sastamala;Hiukkasaari;TYA;161;1-408;6809795;3278156;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;;;FALSE;FALSE;TRUE;
IA;271010010;Kokemäki;Linnaluoto;TYA;166;1-8;6805255;3252772;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;586010055;Salo;Lehmihaka;TYA;174;1-77;6683813;3290691;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;912010017;Sastamala;Hiukkasaari;TYA;178;1-409;6809795;3278156;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;tekstiilipainannetta
IA;577010035;Paimio;Katajamäki;TYA;180;1-83;6713143;3260947;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;577010046;Paimio;Heikkilänmäki;TYA;181;1-101;6717882;3262896;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;577010020;Paimio;Spurila;TYA;182;1-12;6713640;3263640;22,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;1000011418;Lieto;Kukonharja;TYA;183;1-11;6718255;3245898;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;tya 67;Lieto;Kaskala, Yli-Poro;TYA;189;1-41;6721431;3250672;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;912010017;Sastamala;Hiukkasaari;TYA;192;1-149;6809795;3278156;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;;FALSE;TRUE;FALSE;karsta (18)
IA;912010017;Sastamala;Hiukkasaari;TYA;192;1-149;6809795;3278156;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;271010010;Kokemäki;Linnaluoto;TYA;198;1-142;6805255;3252772;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;FALSE;
IA;586010055;Salo;Lehmihaka;TYA;207;1-202;6683813;3290691;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;912010007;Sastamala;Rantavainionmäki;TYA;213;1-109;6811009;3286595;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;271010010;Kokemäki;Linnaluoto;TYA;215;1-381;6805255;3252772;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;karsta (69)
IA;577010046;Paimio;Heikkilänmäki;TYA;216;1-16;6717882;3262896;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
