Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;Category;Type (Finnish);Preroman IA;Early Roman IA;Late Roman IA;Migration period;Merovingian period;Viking period;Crusade period;1100-1300;1400-1500;Settlement site;Cremation cemetery;Inhumation cemetery;Stray find;Cairn;Hoard;Other context;Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);PhotoID;X;Y
IA;853010004;Turku;Ristimäki I-II;KM;6746;142;6715057;3243429;20;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;9;2;Rannerengas, mahdollisesti spiraalirannerengas. Väännelty. Varras mahdollisesti ollut tasaleveä. Varras lattea, mutta keskellä matala harja.;KM 6746_142;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;78;6715057;3243429;20;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;8;2;Kaksi harjavan kapean rannerenkaan palaa. Toisen ympäri kierretty ohutta pronssivarrasta kaksi kierrosta.;KM 6746_78;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;95;6715057;3243429;20;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;42;15;6;Saranarannerenkaan sarana. Sarana päissä olevat lenkit ovat katkenneet. Ulkosyrjässä kolme matalaa uurretta.;KM 6746_95;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;23;6715057;3243429;20;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Kapean, koristeettoman ja hieman harjavan rannerenkaan kappaleita, mahdollisesti yhdestä rannerenkaasta.;KM 6746_23;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;72;6715057;3243429;20;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;9;2;Paloja kapeasta rannerenkaasta, jonka vartaan poikkileikkaus harjava segmentti.;KM 6746_72;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;129;6715057;3243429;20;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;11;;;;;Päihinlevenevä rannerengas. Koristeena S-muotoisia leimoja. Painanteita myös vartaan reunoissa. Varras lattea. Kehän keskiosa on hyvin kapea.;KM 6746_129;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;36;6715057;3243429;20;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;7;2;Kapean rannerenkaan kappale. Poikkileikkaus hieman harjava segmentti.;KM 6746_36;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;97;6715057;3243429;20;Bronze artefacts;"Solki; Rapusolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;48;;;Rapusolki, jonka kaaressa on viivakoristelua ja saksiosassa 7 leveää moniuraista häränsilmää..;KM 6746_97;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;28;6715057;3243429;20;Bronze artefacts;"Solki; Rapusolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;22;;Kookas pieni tasavartinen solki tai rapusolki. Katkelma.;KM 6746_28;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;14349;8;6715057;3243429;20;Bronze artefacts;"Solki; Borre-solki";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;66;47;;;;;Ks Kivikoski, samanlainen kuin halikosta ja piipparilöytö pirkanmaalta. Neulakota takana, kiinni ketjun lenkki. Tappikoristeinen. Birkasta myös.;KM 14349_8;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;14472;2;6715057;3243429;20;Bronze artefacts;Ketjunkantaja;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;eläinten luita ja hampaita, savitiivistettä, savikiekon katkelmia;KM 14472_2;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;14784;58;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;3;FALSE;;;;;;;Ohut, päädystä?;KM 14784_58;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6753;8;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;36;14;;;;;Pieni tasavartinen solki. Kiinni ruosteinen neula. Kaaren pitkänomainen kuopanne ja sen molemmin puolin kolme viivaa. Päissä pariviivoja.;KM 6753_8;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6753;9;6715057;3243429;20;Bronze artefacts;"Koruneula; rengasneula";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;47;;Rengasneulan katkelma. Renkaan kannassa ollut kaksi kohovyörengasta.;KM 6753_9;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6751;9;6715057;3243429;20;Bronze artefacts;"Väkipuukko; kahva";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;142;41;27;;;;Väkipuukon raskas pronssinen kahva kahdessa osassa. Kahvassa on keskellä leventymä ja lähellä kahvan päätä levymäinen kohovyö. Koristeena poikittaisia viivavyöhykkeitä. Levikkeen keskellä molemmin puolin nelikulmaiset kuopat, josta puuttuu pronssi. Kahvan;KM 6751_9;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6751;7;6715057;3243429;20;Bronze artefacts;"Sormus; spiraalisormus";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Keskikilvellinen spiraalisormus. Kilvessä pistekoristelua. Spiraalissa varras harjava. Hieman katkelmallinen, kilven toisella puolen kaksi kierrosta spiraalia ja toisella yksi kierros. Sisähalkaisija nykyisin noin 19 mm.;KM 6751_7;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6751;14;6715057;3243429;20;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;;8;3;;;;Kapea rannerengas. Varras kapenee päihin. Kehän keskellä vartaassa kehän ulkoreunan keskellä on uurros.;KM 6751_14;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;128;6715057;3243429;20;Bronze artefacts;"Sormus; Spiraalisormus";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;Puuttuu. Keskilevyllinen spiraalisormus. Levyssä luettelon mukaan harja ja vilkkuviiva-aiheita. Varras harjava.;KM 6746_128;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6751;8;6715057;3243429;20;Bronze artefacts;Ketjua;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;FALSE;;;;;;;Paloja kahdesta erilaisesta pronssiketjusta. Pienempilenkkisessä lenkkien ulkohalkaisija 6 mm. Lenkki 3 mm leveä ja sen varras on kolmiharjainen. Toisssa lenkkien halkasija 8 mm ja varras keskeltä harjava.;KM 6751_8;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;101;6715057;3243429;20;Bronze artefacts;"Sormus; Spiraalisormus";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;Spiraalisormus, viisi kierrosta. Vartaan poikkileikkaus mahdollisesti harjava.;KM 6746_101;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;125;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;40;;;;;;Pieni tasavarsisolki, jossa kiinni yksinkertaista ketjua harjavasta vartaasta. Lenkkien ulkohalkaisija 8 mm ja vartaan leveys 3 mm. Kejua yhteensä soljessa kiinni noin 9 cm ja toinen ketjun pätkä 15 cm, toisessa päässä lenkkejä sulaneessa mytyssä.;KM 6746_125;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;158;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;41;17;;;;;Pieni tasavartinen solki. Kaaren päällä pitkittäistä viivakoristelua. Päissä poikittaisia pariviivoja. Soljen korkeus 17 mm. Soljen seinämän paksuus 1-2 mm.;KM 6746_158;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;16;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;45;;;Kookas pieni sulanut tasavarsisolki.;KM 6746_16;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;68;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;40;17;;;;;Pieni tasavartinen solki.  Viivakoristelua.;KM 6746_68;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;67;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;43;19;;;;;Kookas pieni tasavartinen solki.  Viivakoristelua.;KM 6746_67;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;70;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;40;18;;Pieni tasavartinen solki kahdessa osassa. Viivakoristelua. Osin sulanut.;KM 6746_70;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;69;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;38;16;;38;16;;Pieni tasavartinen solki kahdessa osassa. Viivakoristelua. Osin sulanut.;KM 6746_69;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;106;6715057;3243429;20;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;45;16;;;;;Pieni tasavarsisolki ja sen rautainen neula. Soljessa viivakoristelua. Neula;KM 6746_106;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;155;6715057;3243429;20;Bronze artefacts;"Sormus; Spiraalisormus";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;3;FALSE;;;;;15;;Mahdollisesti pieni spiraalisormus. 3 kierrosta, toisesta päästä saattaa puuttua pätkä. Varras ulkokehältä harjava. Sisähalkaisija 11 mm.;KM 6746_155;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6751;15;6715057;3243429;20;Bronze artefacts;Pronssispiraali;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;FALSE;;;;;;;Pronssispiraaleja. Osassa varras leveä ja harjava, halkaisija 7 mm. Osassa varras nauhamainen, halkaisija 5 mm.;KM 6751_15;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;75;6715057;3243429;20;Bronze artefacts;Ketjunkantaja;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;3;FALSE;;;;;;;Ketjunjakajan kappale? Vahvasti erkanevat uloke, jossa reikä. Esineessä ollut koristeena häränsilmiä.;KM 6746_75;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;120;6715057;3243429;20;Bronze artefacts;Ketjua;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Pronssiketjua poikkileikkauskeltaan harjavasta vartaasta;KM 6746_120;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;126;6715057;3243429;20;Bronze artefacts;Ketjua;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Useita pätkiä yksinkertaisesta pronssiketjusta, jossa varras harjavaa.;KM 6746_126;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;27;6715057;3243429;20;Bronze artefacts;Ketjua;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Ketjulaitteen lenkkejä. Varras harjava. Lenkit hyvin pieniä, sisähalkaisija noin 4 mm.;KM 6746_27;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;109;6715057;3243429;20;Bronze artefacts;"Sormus; Spiraalisormus";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Kuusi spiraalisormuksen kappaletta. Poikkileikkaus segmentin ja rombin puolivälistä.;KM 6746_109;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;145;6715057;3243429;20;Bronze artefacts;Kaularengas;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;8;;Kierrekoristellun kaularenkaan kappale.;KM 6746_145;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;130;6715057;3243429;20;Bronze artefacts;Kaularengas;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Kaularegas. Vartaassa spiraalikierre. Toisessa päässä lenkki ja toisessa särmänuppi.;KM 6746_130;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;167;6715057;3243429;20;Bronze artefacts;"Riipus; Kampariipus";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;3;FALSE;;;;;;;Puuttuu;KM 6746_167;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;73;6715057;3243429;20;Bronze artefacts;"Riipus; Kampariipus";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Pronssisen kamman kappale, molemmin puolin häränsilmäkoristeita. Viisi piikin katkelmaa.;KM 6746_73;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;84;6715057;3243429;20;Bronze artefacts;"Hela; Valjaiden hela";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Puuttuu. Valjaiden tai suitsien hela. Kullattu.;KM 6746_84;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;30;6715057;3243429;20;Bronze artefacts;Pronssispiraali;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;24;8;;Putki pronssispiraalista. Harjava varras.;KM 6746_30;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;14472;27;6715057;3243429;20;Bronze artefacts;"Hevosenkenkäsolki; Rullapäinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;Neulassa tekstiiliä;KM 14472_27;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;14349;110;6715057;3243429;20;Bronze artefacts;"Hevosenkenkäsolki; Rullapäinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;;KM 14349_110;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;17;6715057;3243429;20;Bronze artefacts;Ketjua;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;39;;;Häränsilmäkoristeinen ketjulaitteen osa tai jakaja. Taustapuolella kapea lista, jossa 7 hyvin kapeaa reikää.;KM 6746_17;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;74;6715057;3243429;20;Bronze artefacts;Ketjunkantaja;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Ketjunjakajan kappale. Vahvasti erkanevat ulokkeet, joissa reiät. Ulokkeiden kohdalla pienet häränsilmät. Keskellä kohovyö, jossa viivakoristelua ja pientä ja tiheää kolmiomaista viivaleimaa.;KM 6746_74;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;45;6715057;3243429;20;Bronze artefacts;Ketjunkantaja;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;47;;Osin sulanut ketjunjakaja. Ollut molemmin puolin todennäköisesti ulkonevat kiinnikkeet neljälle lenkille. Ulkonemien kohdalla pienet häränsilmät. Keskellä kaksi kohovyötä, jossa viivakoristelu.;KM 6746_45;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;127;6715057;3243429;20;Bronze artefacts;Ketjunkantaja;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;36;;;Lattea ketjunjakaja, jossa kahdesta hevosenpäästä jäljellä yksi. Pieniä häränsilmiä koristeena. Toisessa päässä lenkki, joss kiinni lenkki ja toisesta lähtee kuusi ketjua.;KM 6746_127;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;143;6715057;3243429;20;Bronze artefacts;"Koruneula; kolmioneula";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Ison kolmioneulan nuppi.;KM 6746_143;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;38;6715057;3243429;20;Bronze artefacts;"Koruneula; kolmioneula";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;42;;Kolmioneulan kantaosa. Keskellä kolmiomainen painanne. Nuppien vieressä viivakoristelua.;KM 6746_38;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;114;6715057;3243429;20;Bronze artefacts;Koruneula;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;130;;;Kaksi koruneulan kappaletta. Toisessa päässä katkennut paksunnoksen kohdalta, jossa reikä. Paksunnoksen päällä viivakoristelua.;KM 6746_114;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;12;6715057;3243429;20;Bronze artefacts;Koruneula;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;75;;;Mahdollinen koruneulan katkelma;KM 6746_12;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;54;6715057;3243429;20;Bronze artefacts;Koruneula;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;3;FALSE;;;;100;5;;Toiseen päähän loivasti kapeneva poikkileikkaukseltaan pyöreä pronssivarras.;KM 6746_54;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;59;6715057;3243429;20;Bronze artefacts;"Koruneula; kolmioneula";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;;;Mahdollisesti suurikokoisen kolmioneulan nuppi ja varren katkelma, jossa reikä ja reiän kohdalla pyöreä kilpi, jossa keskellä häränsilmä ja kilven vieressä tiheää viivakoristelua;KM 6746_59;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;29;6715057;3243429;20;Bronze artefacts;"Koruneula; rengasneula";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Rengaspäisen koruneulan katkelmat. Renkaan alla neulassa kolmiomainen paksunnos, jonka yläpuolella mahdollisesti ollut viivakoristelua.;KM 6746_29;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;47;6715057;3243429;20;Bronze artefacts;"Miekan kahvaosa; Ponsi";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;;;Mahdollisesti miekan ponnesta. Kappale sulanutta pronssia, jossa Salin II koristelua, nauhamainen käärme. Kolmiomaista muotoa, joka rajautuu kohovöihin, joiden välissä viivoja.;KM 6746_47;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;133;6715057;3243429;20;Bronze artefacts;"Miekan kahvaosa; Kourain";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;Pronssinen osa miekan kouraimesta. Ontto sisältä. Keskellä harja, jonka molemmin puolin koholla olevia ympyröitä.Toinen pää litteämpi ja leveä ja toinen kapeampi, mutta paksumpi. Käden sijan puoleinen 30 x 24 mm. Toinen puoli 41 x 15 mm;KM 6746_133;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;132;6715057;3243429;20;Bronze artefacts;"Miekan kahvaosa; Ponnenalunen";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;77;21;23;;;;Pronssinen ponnenalunen. Sisältä ontto. Poneenalusessa kiinni rautainen niitti ja reikä toiselle. Sivussa kolme tasoa. Ruodon reiän leveys 15 mm.;KM 6746_132;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;149;6715057;3243429;20;Bronze artefacts;"Miekan kahvaosa; Ponsi";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;3;FALSE;;;;;;;Sulanut esineen kappale. Yksi suora reuna. Esineessä jonossa häränsilmiä viisi kappaletta. Esine nykyisin hieman kolmiomainen.;KM 6746_149;22,33070389;60,46440117
IA;853010004;Turku;Ristimäki I-II;KM;6746;77;6715057;3243429;20;Bronze artefacts;Ketjua;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Ketjua, joka tehty pienistä lenkeistä, ulkohalkaisija 6 mm. Vartaan poikkileikkaus harjava.;KM 6746_77;22,33070389;60,46440117
