Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Ajoitusperuste;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Main temper (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);;;;;;;Photoal ID 
BA;283040011;Hollola;Järvi-Kukkola;KM;29820;;6768579;3402005;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;60;22;8;kantakatkelma;;;;;;;KM 29820
BA;b227;Sauvo;Raitniemi;KM;30213;;6695162;3260806;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, A-type;Rombikirves, A-tyyppi;1;;FALSE;diabaasi;108;53;35;;;;pronssikautinen;;;;;;;KM 30213
BA;398010015;Lahti;Hölmänmäki;KM;30720;;6759610;3422390;75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;2;;FALSE;porfyyri;111;57;38;;;;;;;;;;;KM 30720
BA;494010040;Muhos;Halosentörmä;KM;30888;92;7200150;3442850;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;29;15;5;;;;;;;;;;;KM 30888_92
BA;uusi 923;Inari;Ristijärvi;KM;30932;;7712082;3575676;140;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;62;22;7;;;;;;;;;;;KM 30932
BA;564010051;Oulu;Hangaskangas;KM;31379;3;7200515;3442572;39;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;1;;FALSE;;35;10;8;;;;;;;;;;;KM 31379_3
BA;564010051;Oulu;Hangaskangas;KM;31379;14;7200515;3442572;39;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;40;15;;;;;;;;;;;;KM 31379_14
BA;564010051;Oulu;Hangaskangas;KM;31379;18;7200515;3442572;39;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;1;;FALSE;;;;;16;15;4;keskikatkelma;;;;;;;KM 31379_18
BA;564010051;Oulu;Hangaskangas;KM;31379;78;7200515;3442572;39;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;;;;;16;18;4;keskikatkelma;;;;;;;KM 31379_78
BA;409010047;Kristiinankaupunki;Lappfjärd-Lillsjö;KM;31434;2;6911800;3222942;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;44;16;6;;;;;;;;;;;KM 31434_2
BA;494010040;Muhos;Halosentörmä;KM;32048;1180;7200150;3442850;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;27;18;7;;;;;;;;;;;KM 32048_1180
BA;494010040;Muhos;Halosentörmä;KM;32048;1528;7200150;3442850;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;21;14;5;;;;;;;;KM 32048_1528
BA;616010032;Pukkila;Prusila;KM;32281;1;6731210;3426220;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, hexagonal;Rombikirves, kuusikulmainen;1;;FALSE;porfyyri;;;;61;57;47;provinsiaalinen versio;;;;;;;KM 32281_1
BA;1000001229;Utsjoki;Kalddasjohka 2;KM;32353;41;7767920;3537010;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;51;21;7;;;;;;;;;;;KM 32353_41
BA;uusi 1093;Joutsa;Huhtiniemi;KM;32465;;6856720;3466510;104;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;47;22;7;;;;;;;;;;;KM 32465
BA;1000006804;Oulu;Ehtiäisentie N;KM;32708;1;7200804;3445190;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;;;;22;18;8;kantakatkelma;;;;;;;KM 32708_1
BA;1000006806;Oulu;Ehtiäisentie S;KM;32709;5;7200599;3445382;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;34;18;7;;;;;;;;;;;KM 32709_5
BA;1000001286;Raasepori;Björkholmen 1;KM;32797;1;6650540;3302770;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;30;16;5;;;;Löydetty röykkiöstä, yhdessä kolmen muun tasakantaisen piinuolenkärjen ja lukuisten kvartsi-iskosten kanssa.;;;;;;;KM 32797_1
BA;1000001286;Raasepori;Björkholmen 1;KM;32797;2;6650540;3302770;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;39;17;4;;;;Löydetty röykkiöstä, yhdessä kolmen muun tasakantaisen piinuolenkärjen ja lukuisten kvartsi-iskosten kanssa.;;;;;;;KM 32797_2
BA;1000001286;Raasepori;Björkholmen 1;KM;32797;3;6650540;3302770;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;22;16;6;Löydetty röykkiöstä, yhdessä kolmen muun tasakantaisen piinuolenkärjen ja lukuisten kvartsi-iskosten kanssa.;;;;;;;KM 32797_3
BA;1000001286;Raasepori;Björkholmen 1;KM;32797;4;6650540;3302770;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;33;17;6;;;;Löydetty röykkiöstä, yhdessä kolmen muun tasakantaisen piinuolenkärjen ja lukuisten kvartsi-iskosten kanssa.;;;;;;;KM 32797_4
BA;777010109;Suomussalmi;Vanha Kirkkosaari;KM;32886;2;7199467;3592457;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based jasper arrowhead;Jaspisnuolenkärki, tasakantainen;1;;FALSE;jaspis;53;27;7;;;;;;;;;;;KM 32886_2
BA;1000005291;Humppila;Yli-Jaukkari;KM;32926;;6762400;3297470;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi (Hesjedal et al 1996:168);Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;81;28;9;;;;ruodollinen, väkäsellinen;;;;;;;KM 32926
BA;uusi 1152;Ylöjärvi;Talvisilta 2;KM;32981;;6874123;3323164;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;58;16;4;;;;;;;;;;;KM 32981
BA;301010007;Kurikka;Vierikko/Pihlajaniemi;KM;33033;;6950350;3265107;68;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;39;18;7;;;;;;;;;;;KM 33033
BA;142010048;Iitti;Kaunissaari;KM;33053;5;6770280;3453820;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;22;20;6;keskikatkelma;;;;;;;KM 33053_5
BA;uusi 1166;Mikkeli;Tupasaari;KM;33132;;6807020;3539180;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;33;11;5;;;;;;;;;;;KM 33132
BA;1000001051;Konnevesi;Pynnölänniemi;KM;33603;2;6946550;3467122;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;30;15;7;;;;;;;;;;;KM 33603_2
BA;174010005;Kuopio;Pikonniemi;KM;33700;1;6997660;3566860;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;56;19;4;;;;;;;;;;;KM 33700_1
BA;1000000591;Karkkila;Myllärinranta;KM;34220;;6727510;3339370;111;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;34;18;6;;;;;;;;;;;KM 34220_
BA;1000008898;Pelkosenniemi;Manolaissaari 1;KM;34369;1;7457640;3519040;150;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;27;16;5;kantakatkelma;;;;;;;KM 34369_1
BA;uusi 1289;Tohmajärvi;Niirala;KM;34450;;6904400;3688900;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;3;;FALSE;musta liuske;;;;93;44;38;mahdollisesi vasarakirves tms;;;;;;;KM 34450_
BA;832010063;Taivalkoski;Lummelampi W;KM;34723;258;7268298;3570151;225;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based chert arrowhead;Serttinuolenkärki, tasakantainen;1;;FALSE;sertti;49;12;5;;;;;;;;;;;KM 34723_258
BA;1000003028;Kitee;Uitonkangas;KM;34788;3;6897830;3639363;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;35;20;9;kantakatkelma;;;;;;;KM 34788_3
BA;1000003447;Ylitornio;Roukoniemi;KM;36855;1;7396079;3396609;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;12;19;6;kantakatkelma;;;;;;;KM 36855_1
BA;uusi 1785;Kouvola;Lappalanjärvi;KM;37168;;6757650;3486520;56;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;1;;FALSE;diabaasi;;;;87;50;45;piirtokoristelua, Varhaispronssikautista skandinaavista tyyppiä (?);;;;;;;KM 37168
BA;531010029;Nakkila;Lindvall;KM;39490;;6819416;3235535;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Tasakantainen piinuolenkärki;0;;TRUE;pii;31;15;6;0;0;0;;;;;;;;KM 39490
BA;uusi 8415;Salo;Saaripelto;KM        ;38611;1;6708729;3311514;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;2;;FALSE;diabaasi;;;;77;49;40;Voi myös olla yksinkertainen reikäkirves.;;;;;;;KM         38611_1
BA;777010263;Suomussalmi;Niemenkangas S;KM        ;38894;1;7190100;3604240;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;63;45;15;;;;Ananjino-kirves, etulape;;;;;;;KM         38894_1
BA;777010263;Suomussalmi;Niemenkangas S;KM        ;38894;2;7190100;3604240;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;64;44;14;;;;Ananjino-kirves, takalape;;;;;;;KM         38894_2
BA;777010263;Suomussalmi;Niemenkangas S;KM        ;38894;3;7190100;3604240;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;103;52;17;;;;Veitsi?, etulape;;;;;;;KM         38894_3
BA;777010263;Suomussalmi;Niemenkangas S;KM        ;38894;4;7190100;3604240;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;103;50;18;;;;Veitsi?, takalape;;;;;;;KM         38894_4
BA;1000037930;Kuopio;Päivärinne;KM        ;39455;1;7002322;3513711;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with sharp edges;Rombikirves, teräväsärmäinen;1;;TRUE;harmaa liuske;164;49;27;;;;Koverasivuinen;;;;;;;KM         39455_1
BA;perniö 1;Salo;Haarla;Per;36;1;6683143;3285034;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;1;;TRUE;diabaasi;137;55;40;;;;;;;;;;;Per 36_1
BA;perniö 17;Salo;Nurkkila;Per;47;1;6680210;3279573;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;44;18;5;;;;;;;;;;;Per 47_1
BA;1000001335;Nakkila;Uotinmäki ja Uotinmäki W;SatM;2618;;6809524;3230653;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, hexagonal;Rombikirves, kuusikulmainen;1;;FALSE;diabaasi;0;0;0;96;67;49;;;;;;;;SatM 2618
BA;uusi 7299;Kristiinankaupunki;Myrkky;SatM;3726;;6930076;3218237;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Kivikautinen;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with curved back;Rombikirves, käyräselkäinen;2;;FALSE;harmaa kivilaji;230;75;50;;;;keskentekoinen;;;;;;;SatM 3726
BA;uusi 7308;Eura;Toriseva;SatM;5554;;6810142;3232763;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with sharp edges;Rombikirves, teräväsärmäinen;1;;FALSE;kiilleliuske;0;0;0;64;50;40;;;;;;;;SatM 5554
BA;1000001335;Nakkila;Uotinmäki ja Uotinmäki W;SatM;6334;;6809524;3230653;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Tasakantainen kvartsiittinuolenkärki;0;;FALSE;kvartsiitti;0;0;0;51;19;9;;;;;;;;SatM 6334
BA;uusi 7837;Kokemäki;?;SatM;8830;;6802999;3247944;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Kivikautinen;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;1;;TRUE;porfyyri;112;54;39;;;;teelmä;;;;;;;SatM 8830
BA;uusi 8195;Ikaalinen;Kartun kylä;SatM;10315;;6859720;3291739;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Tasakantainen kvartsiittinuolenkärki;0;;TRUE;kvartsiitti;55;18;13;0;0;0;;;;;;;;SatM 10315
BA;886010013;Ulvila;Tuohimaa;SatM;16411;;6831897;3233923;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Tasakantainen piinuolenkärki;0;;TRUE;pii;77;19;5;0;0;0;;;;;;;;SatM 16411
BA;uusi 8158;Pori;Noormarkun joki;SatM;16443;;6843356;3229851;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, A-type;Rombikirves, A-tyyppi;1;;FALSE;kiilleliuske;0;0;0;0;0;0;;;;;;;;SatM 16443
BA;uusi 8134;Tampere;?;SatM;17444;;6839524;3331140;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Kivikautinen;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;1;;FALSE;porfyyri;122;54;46;;;;;;;;;;;SatM 17444
BA;turku20;;;TMM;99;1;6699729;3256920;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with curved butt;Rombikirves, käyrähamarainen;1;;TRUE;hiekkakivi;160;62;62;0;0;0;;;;;;;;TMM 99_1
BA;turku190;Turku;Kärsämäen kartano;TMM;13455;1;6716960;3241479;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with sharp edges;Rombikirves, teräväsärmäinen;1;;TRUE;diabaasi;123;45;32;0;0;0;OK 2010;;;;;;;TMM 13455_1
BA;tya 59;Laitila;Haukka, Oskar-Setälä;TYA;150;;6758505;3215192;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;hiekkakivi;70;54;23;;;;historiallinen;;;;;;;TYA 150
BA;tya 222;Inkoo;Tähtelä, Teira;TYA;430;;6666919;3335016;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;2;;FALSE;kiilleliuske;75;42;7;;;;historiallinen;;;;;;;TYA 430
BA;tya 254;Kuopio;Tavinsalmi, Hussolansaari;TYA;668;92;7003500;3515000;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;TRUE;kvartsi;40;11;7;;;;;;;;;;;TYA 668_92
BA;573010003;Parainen;Uppgård (Rösbacken);TYA;850;29;6696496;3230475;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;33;17;5;;;;;;;;;;;TYA 850_29
BA;uusi 4907;Eckerö;Torp;ÅM;91;;6697845;3089108;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;2;;FALSE;diabaasi;;;;80;60;30;;;;;;;;ÅM 91
BA;uusi 4929;Sund;Lövvik;ÅM;143;;6701123;3121144;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;1;;TRUE;porfyyri;95;60;35;;;;;;;;;;;ÅM 143
BA;uusi 5214;Saltvik;;ÅM;624;28;6707885;3120936;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;2;;FALSE;porfyyri;;;;59;40;39;;;;;;;;ÅM 624_28
