Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish);X;Y
SA;uusi 8111;SatM;18176;1-9;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;kivimurska;;TRUE;FALSE;FALSE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18176;1-9;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;kivimurska;;TRUE;FALSE;FALSE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18176;1-9;Pori;Pori;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;kivimurska;;TRUE;FALSE;FALSE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18176;1-9;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;kivimurska;;TRUE;FALSE;FALSE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18176;1-9;Pori;Isosannanpuistokatu;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;kivimurska;;TRUE;FALSE;FALSE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18176;1-9;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;kivimurska;;TRUE;FALSE;FALSE;;21,79586653;61,48372742
SA;50010033;SatM;18288;1-50;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;0;kivimurska;orgaaninen;TRUE;FALSE;TRUE;;22,06422915;60,95254064
SA;50010033;SatM;18288;1-50;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;kivimurska;;TRUE;FALSE;TRUE;;22,06422915;60,95254064
SA;271010050;SatM;18420;1-3;Kokemäki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;-1;kivimurska;;FALSE;FALSE;TRUE;;22,46792358;61,21294778
SA;uusi 8111;SatM;18584;1-11;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;Pori;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;Rantapuisto;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;Läntinen Raatihuoneenkatu;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;Museon varasto;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;Isosannanpuistokatu;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;Raatihuoneenpuisto;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;Raatihuoneen piha;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 8111;SatM;18584;1-11;Pori;?;6830598;3223087;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;-1;kivimurska;;FALSE;FALSE;TRUE;;21,79586653;61,48372742
SA;uusi 7977;SatM;18619;1-2;Kokemäki;Ämmänkallio;6795809;3256322;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;-1;hiekka;;FALSE;FALSE;TRUE;;22,4629242;61,19488275
SA;uusi 8196;SatM;18620;1-80;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;0;kivimurska;;FALSE;TRUE;TRUE;;22,1270169;61,7592413
SA;uusi 8196;SatM;18620;1-80;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;0;kivimurska;;FALSE;TRUE;TRUE;;22,1270169;61,7592413
SA;uusi 8196;SatM;18620;1-80;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;0;kivimurska;;FALSE;TRUE;TRUE;;22,1270169;61,7592413
SA;uusi 8196;SatM;18765;1-2;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;-1;kivimurska;;FALSE;FALSE;TRUE;;22,1270169;61,7592413
SA;uusi 8196;SatM;18765;1-2;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;-1;kivimurska;;FALSE;FALSE;TRUE;;22,1270169;61,7592413
SA;uusi 8196;SatM;18765;1-2;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;-1;kivimurska;;FALSE;FALSE;TRUE;;22,1270169;61,7592413
SA;79010025;SatM;18823;18;Harjavalta;Lyytikänharju;6809597;3239454;35;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;0;orgaaninen;;TRUE;FALSE;TRUE;;22,13128452;61,3073175
SA;uusi 8196;SatM;19068;1-4;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;-1;kivimurska;;FALSE;FALSE;TRUE;;22,1270169;61,7592413
SA;uusi 8196;SatM;19068;1-4;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;-1;kivimurska;;FALSE;FALSE;TRUE;;22,1270169;61,7592413
SA;uusi 8196;SatM;19068;1-4;Pomarkku;Honkakoski;6859876;3242993;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;-1;kivimurska;;FALSE;FALSE;TRUE;;22,1270169;61,7592413
SA;turku43;TMM;13032;62;Turku;Maaria;6723070;3245046;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;3;kivimurska;;TRUE;FALSE;FALSE;OK 2010;22,34972019;60,53710603
SA;turku190;TMM;13324;1;Turku;Kärsämäen kartano;6716960;3241479;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;orgaaninen;;TRUE;FALSE;FALSE;OK 2010;22,29290914;60,48017871
SA;turku277;TMM;13394;1;Turku;Kastu;6716044;3240331;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;0;TRUE;FALSE;FALSE;OK 2010;22,27329787;60,47124817
SA;50010027;TMM;13639;4;Eura;Käräjämäki-Osmanmäki;6789685;3238395;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;kivimurska;0;TRUE;FALSE;FALSE;ok 2010. Hautalöytö.;22,13919189;61,12856457
SA;40010015;TMM;13691;1, 4;Kemiönsaari;Jordbro;6670194;3247004;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;1;orgaaninen;0;FALSE;TRUE;FALSE;OK 2010;22,45163388;60,06528389
SA;turku280;TMM;13692;1;Kemiönsaari;Dragsfjärd;6670844;3248111;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;1;orgaaninen;0;TRUE;FALSE;FALSE;OK 2010;22,47065072;60,07178116
SA;turku279;TMM;14086;3;Turku;Pähkinämäki;6715583;3243353;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;0;kivimurska;0;TRUE;FALSE;FALSE;OK 2010. Löydetty rautautisesta röykkiöstä.;22,32864956;60,46905802
SA;40010015;TMM;14122;1-136;Kemiönsaari;Jordbro;6670194;3247004;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;1;orgaaninen;0;FALSE;FALSE;TRUE;OK 2010 / Luut radiohiiliajoituksessa 2011 Finnish Archaeogenetics-hanke / Luu tuhoutunut ajoitusanalyysissa;22,45163388;60,06528389
SA;423010021;TMM;16066;1-3;Lieto;Kärkkänä;6723565;3249182;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;0;0;TRUE;FALSE;FALSE;OK 2010;22,42419896;60,54413383
SA;turku148;TMM;16132;11-16;Salo;Uskela;6704874;3288416;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;3;orgaaninen;kivimurska;TRUE;FALSE;FALSE;OK 2010;23,15727788;60,39932367
SA;turku148;TMM;16132;11-16;Lohja;Koski;6696487;3336961;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;3;orgaaninen;kivimurska;TRUE;FALSE;FALSE;OK 2010;24,04347408;60,34664222
SA;503010030;TMM;18315;3;Mynämäki;Myllynummi;6750401;3240022;48;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kvartsi- ja maasälpärouhe;0;TRUE;FALSE;FALSE;"Turun kaupungin historiallisen museon maalöytöluettelon mukaan ""poimittu 1950-luvulla C.F. Meinanderin kaivausalueelta ja sen välittömästä läheisyydestä"".";22,22236153;60,77833493
SA;503010030;TMM;18315;2;Mynämäki;Myllynummi;6750401;3240022;48;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kvartsi- ja maasälpärouhe;0;TRUE;FALSE;FALSE;"2 palaa kiertonäyttelyssä / Maalöytövarastossa ok. Turun kaupungin historiallisen museon maalöytöluettelon mukaan ""poimittu 1950-luvulla C.F. Meinanderin kaivausalueelta ja sen välittömästä läheisyydestä"".";22,22236153;60,77833493
SA;503010030;TMM;18315;4;Mynämäki;Myllynummi;6750401;3240022;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;3;orgaaninen;0;TRUE;FALSE;FALSE;"Turun kaupungin historiallisen museon maalöytöluettelon mukaan ""poimittu 1950-luvulla C.F. Meinanderin kaivausalueelta ja sen välittömästä läheisyydestä"".";22,22236153;60,77833493
SA;turku269;TMM;18316;1-6;Mynämäki;Sairinen;6756536;3231594;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;0;kvartsi- ja maasälpärouhe;0;TRUE;FALSE;FALSE;;22,05977937;60,82760287
SA;503010040;TMM;18318;4;Mynämäki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;3;kvartsi- ja maasälpärouhe;0;TRUE;FALSE;FALSE;;21,92751821;60,7380652
SA;538010014;TMM;18318;3;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Early Comb Ware;Ka 1;3;orgaaninen;kivimurska;TRUE;FALSE;FALSE;varastonäyttely;22,06046747;60,66132756
SA;853010030;TMM;18318;1-2;Turku;Jäkärlä;6722254;3245384;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;1;orgaaninen;0;FALSE;FALSE;TRUE;0;22,35690513;60,53002055
SA;tya 95;TYA;7;1-4;Nousiainen;Palo, Lonki;6733894;3234293;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;;TRUE;FALSE;FALSE;;22,13997483;60,62694639
SA;538010015;TYA;8;1-6;Nousiainen;Kirjunpaju;6735824;3236235;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;;FALSE;TRUE;FALSE;;22,17273898;60,64548852
SA;tya 96;TYA;11;1-4;Nousiainen;Kukonharja;6738199;3230079;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;;22,05737316;60,66262488
SA;tya 97;TYA;13;1-3;Nousiainen;Kukonharja;6738199;3230079;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen;FALSE;TRUE;FALSE;;22,05737316;60,66262488
SA;tya 98;TYA;15;1-6;Nousiainen;Vadanvainio;6735187;3234959;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;;TRUE;FALSE;FALSE;;22,15035722;60,63895004
SA;755010017;TYA;17;1-3;Siuntio;Dalamalm;6675449;3343367;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;TRUE;FALSE;FALSE;;24,17565236;60,16057754
SA;tya 100;TYA;24;1-3;Nousiainen;Kukonharja;6738199;3230079;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;TRUE;FALSE;;22,05737316;60,66262488
SA;538010015;TYA;26;1-6;Nousiainen;Kirjunpaju;6735824;3236235;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;hiekka;FALSE;TRUE;FALSE;;22,17273898;60,64548852
SA;tya 102;TYA;27;1-6;Nousiainen;Vadanvainio, Kolisuo;6735542;3235441;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;;TRUE;FALSE;FALSE;;22,15865692;60,64244319
SA;tya 9;TYA;29;1-7;Nousiainen;Vadanvainio, Taka-Anttila;6736302;3236354;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;orgaaninen;TRUE;FALSE;FALSE;;22,17426569;60,64984158
SA;tya 10;TYA;30;1-4;Turku;Nummenmäki;6714760;3241358;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;2;orgaaninen;;TRUE;FALSE;FALSE;;22,29357257;60,46042276
SA;423010011;TYA;32;1-10;Lieto;Kotokallio;6716270;3245661;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;;22,36959222;60,47666511
SA;503010043;TYA;46;1-10;Mynämäki;Pyheensilta, Tuomala & Hiekkamonttu;6746671;3224143;35;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;1;orgaaninen;;FALSE;TRUE;FALSE;;21,93731252;60,73431738
SA;tya 104;TYA;47;1-6;Nousiainen;Kukonharja;6738199;3230079;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;orgaaninen;TRUE;FALSE;FALSE;;22,05737316;60,66262488
SA;538010014;TYA;49;1-12;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;;22,06046747;60,66132756
SA;538010015;TYA;50;1-9;Nousiainen;Kirjunpaju;6735824;3236235;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;;22,17273898;60,64548852
SA;853010030;TYA;54;1-8;Turku;Jäkärlä;6722254;3245384;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;1;luu;;TRUE;FALSE;FALSE;;22,35690513;60,53002055
SA;853010030;TYA;54;1-8;Turku;Jäkärlä;6722254;3245384;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;;22,35690513;60,53002055
SA;853010030;TYA;54;1-8;Turku;Jäkärlä;6722254;3245384;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;1;orgaaninen;;TRUE;FALSE;FALSE;;22,35690513;60,53002055
SA;538010015;TYA;58;;Nousiainen;Kirjunpaju;6735824;3236235;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;karsta;22,17273898;60,64548852
SA;538010014;TYA;59;1-5;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;;22,06046747;60,66132756
SA;503010043;TYA;60;1-12;Mynämäki;Pyheensilta, Tuomala & Hiekkamonttu;6746671;3224143;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;;21,93731252;60,73431738
SA;503010043;TYA;61;1-7;Mynämäki;Pyheensilta, Tuomala & Hiekkamonttu;6746671;3224143;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;;21,93731252;60,73431738
SA;503010043;TYA;61;1-7;Mynämäki;Pyheensilta, Tuomala & Hiekkamonttu;6746671;3224143;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;shamotti;;TRUE;FALSE;FALSE;profiloitu reunapala, jossa reikiä;21,93731252;60,73431738
SA;538010014;TYA;62;1-3;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;;22,06046747;60,66132756
SA;538010014;TYA;63;1-2;Nousiainen;Kukonharju;6738042;3230237;37,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;TRUE;FALSE;FALSE;;22,06046747;60,66132756
SA;853010030;TYA;79;1-3;Turku;Jäkärlä;6722254;3245384;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen;FALSE;TRUE;FALSE;;22,35690513;60,53002055
SA;503010043;TYA;80;1-5;Mynämäki;Pyheensilta, Tuomala & Hiekkamonttu;6746671;3224143;35;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;1;orgaaninen;;FALSE;TRUE;FALSE;;21,93731252;60,73431738
