Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Rock type (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID;X;Y
SA;1000032998;KM;11909;1;Mynämäki;Nihattula;6740644;3226546;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;porfyyri;114;53;24;;;;;KM 11909_1;21,98960272;60,68208718
SA;a486;KM;94;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Simple shaft-hole axe;;Yksinkertainen reikäkirves;1;;FALSE;serpentiniitti;123;58;56;;;;;KM 94;29,4338019;60,75384803
SA;a486;KM;95;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;126;76;27;;;;;KM 95;29,4338019;60,75384803
SA;a486;KM;96;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;East Carelian chisel;;Itäkarjalainen tasataltta;1;;FALSE;harmaa liuske;88;37;28;;;;;KM 96;29,4338019;60,75384803
SA;a486;KM;98;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;harmaa liuske;83;40;16;;;;;KM 98;29,4338019;60,75384803
SA;a486;KM;99;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;vihreä liuske;76;37;19;;;;;KM 99;29,4338019;60,75384803
SA;a486;KM;103;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Primitive chisel;;Alkeellinen taltta;2;;FALSE;harmaa liuske;105;53;14;;;;;KM 103;29,4338019;60,75384803
SA;a486;KM;104;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;sädekiviliuske;82;40;18;;;;;KM 104;29,4338019;60,75384803
SA;a486;KM;105;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;harmaa liuske;73;42;17;;;;;KM 105;29,4338019;60,75384803
SA;a486;KM;108;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval slate arrowhead;Liuskenuolenkärki;3;;FALSE;harmaa liuske;81;18;7;;;;;KM 108;29,4338019;60,75384803
SA;a486;KM;110;;Vuoksenranta;Uppsamlades i socknarna kring Vuoksen. isynnerhet Jääskis. St. Andrea. Heinjoki och Sakkola;6740656;3632854;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. symmetrinen;FALSE;graniitti;65;63;27;;;;;KM 110;29,4338019;60,75384803
SA;uusi 6401;KM;2111;2;Mynämäki;Ylis-Pukkila;6740715;3227224;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;TRUE;diabaasi;160;67;44;;;;Valinsauma.;KM 2111_2;22,00186359;60,68318479
SA;433010027;KM;33018;48;Loppi;Lehtimäki;6740779;3346366;120;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Oblique-pointed arrowhead;Oblique-pointed quartz arrowhead;Kvartsinuolenkärki. viistoteräinen;1;;FALSE;kvartsi;24;13;5;;;;;KM 33018_48;24,1792201;60,74735807
SA;1000005095;KM;14067;;Orimattila;Kalliomäki;6740900;3451060;50;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;diabaasi;84;67;33;;;;;KM 14067;26,09871347;60,775077
SA;uusi 6402;KM;2111;3;Mynämäki;Ruutinniitty;6741048;3224307;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;TRUE;diabaasi;115;67;46;;;;;KM 2111_3;21,94822229;60,68416239
SA;uusi 4107;KM;9156;;Aura;Leppäranta;6741101;3251913;;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Primitive axe;;Alkeellinen kirves;1;;TRUE;harmaa liuske;;;;209;91;34;;KM 9156;22,45172235;60,70271616
SA;turku189;TMM;12818;1;Pöytyä;Uusikartano;6741368;3256040;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;;TRUE;kiillepitoinen hiekkakivi;131;124;63;0;0;0;TL näyttely 1986-2012 / ok 2019 palautettu;TMM 12818_1;22,52672735;60,7076456
SA;433010020;KM;33017;144;Loppi;Antinnokka 1;6741422;3345664;116;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Oblique-pointed arrowhead;Oblique-pointed quartz arrowhead;Kvartsinuolenkärki. viistoteräinen;1;;FALSE;kvartsi;;;;19;11;5;;KM 33017_144;24,1658551;60,75285055
SA;433010020;KM;33017;548;Loppi;Antinnokka 1;6741422;3345664;116;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Oblique-pointed arrowhead;Oblique-pointed quartz arrowhead;Kvartsinuolenkärki. viistoteräinen;1;;FALSE;kvartsi;;;;19;13;3;;KM 33017_548;24,1658551;60,75285055
SA;1000002273;KM;18976;;Iitti;Hevoselanmäki;6741560;3460260;50;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;harmaa liuske;86;45;28;;;;Kourutaltta. käyräselkäinen;KM 18976;26,26740286;60,78202742
SA;uusi 1307;KM;34649;;Aura;Kotikylä;6741600;3251600;62;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;East Carelian adze;;Itäkarjalainen kourutaltta;1;;FALSE;vihreäliuske;95;33;25;;;;;KM 34649;22,44537633;60,70698599
SA;Karjala 179;KM;1922;98;Pyhäjärvi Vl;Saapru;6741618;3681029;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;East Carelian chisel;;Itäkarjalainen tasataltta;1;;FALSE;vihreäliuske;150;53;34;;;;Suora alalape. käyrä selkä.;KM 1922_98;30,31685077;60,74354988
SA;Karjala 179;KM;1922;99;Pyhäjärvi Vl;Saapru;6741618;3681029;;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Double chisel;;Kaksoistasataltta;1;;FALSE;vihreäliuske;103;43;24;;;;Molemmat lappeet käyriä;KM 1922_99;30,31685077;60,74354988
SA;Karjala 179;KM;1922;100;Pyhäjärvi Vl;Saapru;6741618;3681029;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;vihreäliuske;125;32;24;;;;Kanta hyvin kapea ja työkalumainen;KM 1922_100;30,31685077;60,74354988
SA;Karjala 179;KM;1922;101;Pyhäjärvi Vl;Saapru;6741618;3681029;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;vihreäliuske;104;58;19;;;;Käyrä alalape. Ylälape hiottu vain terästä.;KM 1922_101;30,31685077;60,74354988
SA;uusi 2856;KM;10331;;Orimattila;;6741774;3427967;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;harmaa liuske;175;40;28;;;;käyräselkäinen;KM 10331;25,67468799;60,77940406
SA;uusi 8476;KM;3592;3;Nousiainen;Kiikko;6741782;3244581;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;diabaasi;103;37;19;;;;;KM 3592_3;22,31702468;60,70418986
SA;turku172;TMM;6378;1;Kouvola;Mänttäri;6741937;3491597;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;3;;TRUE;kiilleliuske;65;45;23;0;0;0;Vaikuttaa paikalliselta muunnokselta nelisivuisesta oikokirveestä. OK 2010;TMM 6378_1;26,84261057;60,78731848
SA;uusi 1660;KM;20591;;Hausjärvi;Pappila;6742100;3388065;90;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;2;;FALSE;;115;50;21;;;;;KM 20591;24,94253922;60,77310221
SA;1000015840;KM;14611;;Mynämäki;Kuoppala (Lepistö. Vesiniitty);6742127;3225430;17,5;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;2;;TRUE;kiillegneissi;152;50;31;;;;voimakkaasti rapautunut;KM 14611;21,96718359;60,69458109
SA;turku234;TMM;14540;1;Vehmaa;;6742255;3211468;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;;TRUE;kiilleliuske;97;83;41;0;0;0;OK 2010;TMM 14540_1;21,71247912;60,6858973
SA;1000014888;KM;8325;;Nousiainen;Krippalanmäki;6742360;3244880;72,5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;FALSE;diabaasi;;;;47;66;39;;KM 8325;22,3217287;60,70955091
SA;1000006875;KM;1960;;Tammela;Anna-Maijan suo;6742600;3332000;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;vihreäliuske;116;31;19;;;;;KM 1960;23,914607;60,75788309
SA;uusi 6243;KM;2086;313;Pöytyä;Peräkoski;6742626;3260111;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;vihreäliuske;71;39;16;;;;;KM 2086_313;22,59951952;60,72136729
SA;uusi 6454;KM;7569;;Mynämäki;Junnila;6742671;3233857;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;TRUE;diabaasi;164;73;41;;;;;KM 7569;22,12014763;60,70514367
SA;a553;KM;323;;Loppi;Sorri;6742722;3352961;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;1;;FALSE;porfyyri;81;50;23;;;;;KM 323;24,29854647;60,76726363
SA;1000023570;KM;13034;;Hausjärvi;Myllyoja;6742725;3396514;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;musta liuske;148;48;31;;;;;KM 13034;25,09716684;60,78099493
SA;Karjala 225;KM;1922;300;Pyhäjärvi Vl;Tiitua;6742841;3665605;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;East Carelian chisel;;Itäkarjalainen tasataltta;1;;FALSE;vihreäliuske;142;32;31;;;;Suora alalape.;KM 1922_300;30,03550726;60,76120024
SA;503010063;KM;32343;4;Mynämäki;Mielismäki;6743224;3230601;25;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;porfyyri;;;;70;49;31;teräkatkelma;KM 32343_4;22,05998343;60,70790707
SA;503010063;KM;33468;1;Mynämäki;Mielismäki;6743224;3230601;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Jäkärlä adze;;Jäkärlän kourutaltta;1;;FALSE;diabaasi;89;53;20;;;;;KM 33468_1;22,05998343;60,70790707
SA;503010026;KM;6944;1;Mynämäki;Yli-Hoppela 1;6743370;3232303;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;TRUE;porfyyri;162;71;43;;;;;KM 6944_1;22,09083934;60,71035623
SA;503010026;KM;6944;3;Mynämäki;Yli-Hoppela 1;6743370;3232303;35;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;musta liuske;40;29;11;;;;;KM 6944_3;22,09083934;60,71035623
SA;503010026;KM;6944;27;Mynämäki;Yli-Hoppela 1;6743370;3232303;35;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;TRUE;kiillegneissi;108;86;36;;;;;KM 6944_27;22,09083934;60,71035623
SA;Karjala 227;KM;1922;303;Pyhäjärvi Vl;Noitermaa;6743373;3671319;;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;South Carelian chisel;;Eteläkarjalainen tasataltta;1;;FALSE;musta liuske;73;46;15;;;;Lähinna suora. mutta epätasainen alalape.;KM 1922_303;30,14063595;60,76355743
SA;Karjala 227;KM;1922;304;Pyhäjärvi Vl;Noitermaa;6743373;3671319;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;vihreäliuske;67;29;12;;;;Suora alalape. Esine muistuttaa muodoltaan kaksoistasatalttaa. mutta kanta selvästi hiottu.;KM 1922_304;30,14063595;60,76355743
SA;1000015853;KM;8920;;Mynämäki;Hakapelto;6743464;3227291;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;FALSE;diabaasi;;;;126;67;48;;KM 8920;21,99926081;60,70780807
SA;1000002274;KM;20567;;Iitti;Peltola;6743500;3463600;52,5;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Primitive axe;;Alkeellinen kirves;2;;FALSE;diabaasi;105;65;25;;;;;KM 20567;26,32834322;60,79975755
SA;uusi 1347;KM;35195;;Kouvola;Palokorpi;6743523;3473208;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Double chisel;;Kaksoistasataltta;1;;FALSE;musta liuske;104;45;24;;;;;KM 35195;26,50479538;60,8007308
SA;1000015842;KM;14612;;Mynämäki;Pelto-Moisio (Palonen);6743552;3225892;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Jäkärlä axe;;Jäkärlän kirves;1;;TRUE;diabaasi;96;54;29;;;;varttamisura;KM 14612;21,9736152;60,7076378
SA;1000015842;KM;15327;;Mynämäki;Pelto-Moisio (Palonen);6743552;3225892;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Stone artefacts;Stone knife;Flint sickle;;Piisirppi;1;;FALSE;pii;;;;120;36;9;;KM 15327;21,9736152;60,7076378
SA;1000015857;KM;14614;;Mynämäki;Tyynelä;6743553;3231802;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Shaft-hole axe;;Reikäkirves;1;;FALSE;diabaasi;;;;102;50;40;;KM 14614;22,08144658;60,71165663
SA;1000015857;KM;24846;;Mynämäki;Tyynelä;6743553;3231802;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;FALSE;kiillegneissi;150;123;25;;;;;KM 24846;22,08144658;60,71165663
SA;uusi 1207;KM;33599;;Iitti;Ahola;6743708;3456856;60;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Northbothnian axe;;Pohjalainen kirves;3;;FALSE;sädekiviliuske;176;67;37;;;;;KM 33599;26,20444676;60,80094737
SA;uusi 4240;KM;9398;1;Mynämäki;Tarvainen;6743757;3231760;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Small chisel;;Pikkutaltta;1;;FALSE;diabaasi;46;32;14;;;;;KM 9398_1;22,08040066;60,71345253
SA;uusi 4240;KM;9398;2;Mynämäki;Tarvainen;6743757;3231760;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Small chisel;;Pikkutaltta;1;;TRUE;diabaasi;40;35;10;;;;;KM 9398_2;22,08040066;60,71345253
SA;uusi 4240;KM;9398;3;Mynämäki;Tarvainen;6743757;3231760;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Clawed chisel;;Kynsitaltta;1;Kynsitaltta. läntinen;TRUE;ruskea kivilaji;35;22;7;;;;;KM 9398_3;22,08040066;60,71345253
SA;uusi 6404;KM;2111;5;Mynämäki;Tarvainen;6743757;3231761;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;FALSE;diabaasi;;;;119;49;35;Valinsauma.;KM 2111_5;22,08041891;60,7134532
SA;1000018923;KM;7677;;Hausjärvi;Pietilä;6743761;3388322;105;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Shouldered axe;;Olkakirves;1;;TRUE;diabaasi;255;55;60;;;;;KM 7677;24,94629891;60,78807162
SA;503010027;KM;9368;1;Mynämäki;Iltala (Vaatisen torppa);6743910;3233317;30;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;porfyyri;;;;84;61;32;;KM 9368_1;22,10860764;60,71586289
SA;503010027;KM;9368;2;Mynämäki;Iltala (Vaatisen torppa);6743910;3233317;30;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;porfyyri;;;;37;41;19;;KM 9368_2;22,10860764;60,71586289
SA;503010027;KM;9368;3;Mynämäki;Iltala (Vaatisen torppa);6743910;3233317;30;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;South Finnish chisel;;Eteläsuomalainen tasataltta;2;;FALSE;diabaasi;82;39;20;;;;;KM 9368_3;22,10860764;60,71586289
SA;503010027;KM;9461;2;Mynämäki;Iltala (Vaatisen torppa);6743910;3233317;30;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;diabaasi;;;;85;62;35;;KM 9461_2;22,10860764;60,71586289
SA;503010027;KM;9868;;Mynämäki;Iltala (Vaatisen torppa);6743910;3233317;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Clawed chisel;;Kynsitaltta;1;;TRUE;vihreä liuske;23;26;11;;;;;KM 9868;22,10860764;60,71586289
SA;503010027;KM;10125;1;Mynämäki;Iltala (Vaatisen torppa);6743910;3233317;30;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;harmaa liuske;144;59;27;;;;;KM 10125_1;22,10860764;60,71586289
SA;1000015860;KM;9373;;Mynämäki;Anttila. Papinniitty;6743916;3232227;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Stone artefacts;Stone knife;Flint sickle;;Piisirppi;1;;FALSE;pii;110;35;11;;;;terässä kiiltoa;KM 9373;22,08870575;60,7151875
SA;503010018;KM;14617;;Mynämäki;Isotalo;6744030;3228283;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone personal ornament;Slate pendant;;Liuskeriipus;1;Liuskeriipus. reiällinen;TRUE;kiilleliuske;57;18;7;;;;toisessa päässä reikä ja mol. puolin poikittainen ura;KM 14617;22,01657389;60,71354418
SA;a556;KM;328;;Loppi;Ourajoki;6744253;3354310;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;porfyyri;;;;76;44;33;;KM 328;24,32212484;60,78148446
SA;uusi 3322;KM;11425;2;Vuoksenranta;Sintola;6744545;3632944;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;vihreäliuske;51;35;12;;;;;KM 11425_2;29,43809849;60,78868874
SA;uusi 3322;KM;11425;3;Vuoksenranta;Sintola;6744545;3632944;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;vihreäliuske;36;30;10;;;;;KM 11425_3;29,43809849;60,78868874
SA;uusi 3322;KM;11425;17;Vuoksenranta;Sintola;6744545;3632944;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone fishing implement;Linen sinker;;Siimanpaino;2;Siimanpaino. urallinen;FALSE;harmaa liuske;;;;25;7;5;;KM 11425_17;29,43809849;60,78868874
SA;uusi 5456;KM;8373;1;Mynämäki;Laurila;6744585;3232707;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;1;;TRUE;harmaa kivilaji;98;51;29;;;;;KM 8373_1;22,09655243;60,72149099
SA;turku229;TMM;14276;1;Mynämäki;Karjakoski;6744642;3219956;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;FALSE;ruskea liuske;0;0;0;157;43;46;OK 2010;TMM 14276_1;21,86378123;60,71326628
SA;uusi 223;KM;23279;;Mynämäki;Röykän soramurskaamo;6744656;3225637;;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Cross-shaped mace head;;Korvakenuija;3;;FALSE;diabaasi;;;;110;55;42;puolikas. ei merkkejä korvista;KM 23279;21,96741625;60,71733269
SA;x507;KM;14668;1;Hausjärvi;Syvänoja;6744656;3391101;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Kiukainen axe;;Kiukaisten kirves;2;;TRUE;ruskea kivilaji;132;49;25;;;;;KM 14668_1;24,99678716;60,7968695
